from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,deprel,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,to_node_Degree,from_node_Voice,to_node_NumType,from_node_NumType,from_node_Degree,to_node_Poss,from_node_Poss,to_node_Tense,to_node_VerbForm,from_node_Gender,to_node_Mood,to_node_Voice,to_node_Reflex,to_node_Foreign
female.n.02,,Sing,,,Queen,PROPN,NNP,Queen,,Name,en/p94/d2820,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p94/d2820,,,,,,,,,,,,,,,,,,,,,,,,,
guillotine.v.01,,,,,guillotine,VERB,VBN,female.n.02,nsubj:pass,Patient,en/p94/d2820,Past,Part,,Sing,,,Queen,PROPN,NNP,,,,Pass,,,,,,,,,,,,
guillotine.v.01,,,,,guillotine,VERB,VBN,time.n.08,,Time,en/p94/d2820,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p94/d2703,,,,,,,,,,,,,,,,,,,,,,,,,
play.v.01,,,,,play,VERB,VBP,person.n.01,nsubj,Agent,en/p94/d2703,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
play.v.01,,,,,play,VERB,VBP,time.n.08,,Time,en/p94/d2703,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
play.v.01,,,,,play,VERB,VBP,piano.n.01,obj,Theme,en/p94/d2703,Pres,Fin,,Sing,,,piano,NOUN,NN,Ind,,,,,,,,,,,,,,,
play.v.01,,,,,play,VERB,VBP,well.r.10,advmod,Manner,en/p94/d2703,Pres,Fin,,,,,well,ADV,RB,Ind,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p94/d2703,,,,,,,,,,,,,,,,,,,,,,,,,
kind.n.01,,Sing,,,kind,NOUN,NN,soup.n.01,nmod,Name,en/p94/d2011,,,,Sing,,,soup,NOUN,NN,,,,,,,,,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,kind.n.01,nsubj,Co-Theme,en/p94/d2011,,,,Sing,,,kind,NOUN,NN,,,,,,,,,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,time.n.08,,Time,en/p94/d2011,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p94/d2011,,,,,,,,,,,,,,,,,,,,,,,,,
pay.v.01,,Sing,3,,pay,VERB,VBZ,credit_card.n.01,obl,Agent,en/p94/d2497,Pres,Fin,,Sing,,,card,NOUN,NN,Ind,,,,,,,,,,,,,,,
pay.v.01,,Sing,3,,pay,VERB,VBZ,time.n.08,,Time,en/p94/d2497,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
pay.v.01,,Sing,3,,pay,VERB,VBZ,male.n.02,nsubj,Instrument,en/p94/d2497,Pres,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p94/d2497,,,,,,,,,,,,,,,,,,,,,,,,,
wave.v.01,,Sing,3,,wave,VERB,VBD,female.n.02,obl,Agent,en/p94/d2548,Past,Fin,Acc,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,,
wave.v.01,,Sing,3,,wave,VERB,VBD,time.n.08,,Time,en/p94/d2548,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
wave.v.01,,Sing,3,,wave,VERB,VBD,male.n.02,nsubj,Recipient,en/p94/d2548,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p94/d2548,,,,,,,,,,,,,,,,,,,,,,,,,
come.v.02,,,,,come,VERB,VBD,wolf.n.01,obl,Agent,en/p94/d3294,Past,Fin,,Sing,,,wolf,NOUN,NN,Ind,,,,,,,,,,,,,,,
come.v.02,,,,,come,VERB,VBD,time.n.08,,Time,en/p94/d3294,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
come.v.02,,,,,come,VERB,VBD,female.n.02,nsubj,Theme,en/p94/d3294,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p94/d3294,,,,,,,,,,,,,,,,,,,,,,,,,
come.v.02,,,,,come,VERB,VBD,wolf.n.01,obl,Experiencer,en/p94/d3398,Past,Fin,,Sing,,,wolf,NOUN,NN,Ind,,,,,,,,,,,,,,,
come.v.02,,,,,come,VERB,VBD,time.n.08,,Time,en/p94/d3398,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
come.v.02,,,,,come,VERB,VBD,male.n.02,nsubj,Stimulus,en/p94/d3398,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p94/d3398,,,,,,,,,,,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBG,condom.n.01,obj,Name,en/p94/d3255,,Ger,,Plur,,,condom,NOUN,NNS,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p94/d3255,,,,,,,,,,,,,,,,,,,,,,,,,
embarrassed.a.01,,,,,embarrassed,ADJ,JJ,buy.v.01,advcl,Experiencer,en/p94/d3255,,,,,,,buy,VERB,VBG,,,,,,,Pos,,,,Ger,,,,,
embarrassed.a.01,,,,,embarrassed,ADJ,JJ,time.n.08,,Time,en/p94/d3255,,,,,,,,,,,,,,,,Pos,,,,,,,,,
embarrassed.a.01,,,,,embarrassed,ADJ,JJ,female.n.02,nsubj,Stimulus,en/p94/d3255,,,,Sing,,,Tom,PROPN,NNP,,,,,,,Pos,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Theme,en/p94/d3255,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p94/d2309,,,,,,,,,,,,,,,,,,,,,,,,,
break.v.06,,,,,break,VERB,VBG,law.n.01,obj,Agent,en/p94/d2309,Pres,Part,,Sing,,,law,NOUN,NN,,,,,,,,,,,,,,,,
break.v.06,,,,,break,VERB,VBG,time.n.08,,Time,en/p94/d2309,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
break.v.06,,,,,break,VERB,VBG,female.n.02,nsubj,Theme,en/p94/d2309,Pres,Part,Nom,Sing,3,Prs,she,PRON,PRP,,Fem,,,,,,,,,,,,,,
lot.n.01,,Sing,,,lot,NOUN,NN,money.n.01,nmod,EQU,en/p94/d2197,,,,Sing,,,money,NOUN,NN,,,,,,,,,,,,,,,,
worth.a.02,,,,,worth,ADJ,JJ,diamond.n.01,nsubj,Theme,en/p94/d2197,,,,Sing,,,diamond,NOUN,NN,,,,,,,Pos,,,,,,,,,
worth.a.02,,,,,worth,ADJ,JJ,lot.n.01,obj,Time,en/p94/d2197,,,,Sing,,,lot,NOUN,NN,,,,,,,Pos,,,,,,,,,
worth.a.02,,,,,worth,ADJ,JJ,time.n.08,,Value,en/p94/d2197,,,,,,,,,,,,,,,,Pos,,,,,,,,,
time.n.08,,,,,,,,now,,Quantity,en/p94/d2197,,,,,,,,,,,,,,,,,,,,,,,,,
scream.v.01,,Sing,3,,scream,VERB,VBD,someone.n.01,nsubj,Agent,en/p94/d2222,Past,Fin,,Sing,,,someone,PRON,NN,Ind,,,,,,,,,,,,,,,
scream.v.01,,Sing,3,,scream,VERB,VBD,time.n.08,,Time,en/p94/d2222,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p94/d2222,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p94/d1649,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p94/d1649,,,,,,,,,,,,,,,,,,,,,,,,,
suffer.v.02,,,,,suffer,VERB,VBG,person.n.01,nsubj,Experiencer,en/p94/d1649,Pres,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
suffer.v.02,,,,,suffer,VERB,VBG,time.n.08,,Time,en/p94/d1649,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
suffer.v.02,,,,,suffer,VERB,VBG,anal_itching.n.01,obl,Stimulus,en/p94/d1649,Pres,Part,,Sing,,,itching,NOUN,NN,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p94/d1633,,,,,,,,,,,,,,,,,,,,,,,,,
impose.v.01,,,,,impose,VERB,VBN,city.n.01,obl,Theme,en/p94/d1633,Past,Part,,Sing,,,city,NOUN,NN,,,,Pass,,,,,,,,,,,,
impose.v.01,,,,,impose,VERB,VBN,time.n.08,,Time,en/p94/d1633,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
impose.v.01,,,,,impose,VERB,VBN,curfew.n.03,nsubj:pass,Recipient,en/p94/d1633,Past,Part,,Sing,,,curfew,NOUN,NN,,,,Pass,,,,,,,,,,,,
brother.n.01,,Sing,,,brother,NOUN,NN,person.n.01,nmod:poss,Role,en/p94/d1525,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,,,Yes,,,,,,,,
person.n.01,,Sing,1,Prs,my,PRON,PRP$,speaker,,Of,en/p94/d1525,,,,,,,,,,,,,,,,,,Yes,,,,,,,
retard.n.01,,Sing,,,retard,NOUN,NN,brother.n.01,nsubj,Theme,en/p94/d1525,,,,Sing,,,brother,NOUN,NN,,,,,,,,,,,,,,,,
retard.n.01,,Sing,,,retard,NOUN,NN,time.n.08,,Co-Theme,en/p94/d1525,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Role,en/p94/d1525,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p95/d1729,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,Sing,,,time,NOUN,NN,much.a.01,amod,EQU,en/p95/d1729,,,,,,,much,ADJ,JJ,,,Pos,,,,,,,,,,,,,
spend.v.01,,,,,spend,VERB,VB,female.n.02,nsubj,Agent,en/p95/d1729,,Inf,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
spend.v.01,,,,,spend,VERB,VB,time.n.08,obj,Time,en/p95/d1729,,Inf,,Sing,,,time,NOUN,NN,,,,,,,,,,,,,,,,
spend.v.01,,,,,spend,VERB,VB,female.n.02,obl,Duration,en/p95/d1729,,Inf,,Sing,,,Boston,PROPN,NNP,,,,,,,,,,,,,,,,
spend.v.01,,,,,spend,VERB,VB,time.n.08,,Location,en/p95/d1729,,Inf,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Boston,PROPN,NNP,Boston,,Quantity,en/p95/d1729,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Name,en/p95/d1729,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tokyo,PROPN,NNP,Tokyo,,EQU,en/p95/d0849,,,,,,,,,,,,,,,,,,,,,,,,,
live.v.01,,,,,live,VERB,VBG,now.r.01,advmod,EQU,en/p95/d0849,Pres,Part,,,,,now,ADV,RB,,,,,,,,,,,,,,,,
live.v.01,,,,,live,VERB,VBG,female.n.02,obl,EQU,en/p95/d0849,Pres,Part,,Sing,,,Tokyo,PROPN,NNP,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Hokkaido,PROPN,NNP,female.n.02,nsubj,Theme,en/p95/d0849,,,Nom,Sing,3,Prs,she,PRON,PRP,,Fem,,,,,,,,,,,,,,
female.n.02,,Sing,,,Hokkaido,PROPN,NNP,live.v.01,conj,Time,en/p95/d0849,,,,,,,live,VERB,VBG,,,,,,,,,,Pres,Part,,,,,
female.n.02,,Sing,,,Hokkaido,PROPN,NNP,time.n.08,,Location,en/p95/d0849,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Name,en/p95/d0849,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p95/d3285,,,,,,,,,,,,,,,,,,,,,,,,,
pick_up.v.02,,,,,pick,VERB,VBD,female.n.02,nsubj,Agent,en/p95/d3285,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
pick_up.v.02,,,,,pick,VERB,VBD,female.n.02,obj,Time,en/p95/d3285,Past,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,,
pick_up.v.02,,,,,pick,VERB,VBD,time.n.08,,Theme,en/p95/d3285,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
pick_up.v.02,,,,,pick,VERB,VBD,airport.n.01,obl,Source,en/p95/d3285,Past,Fin,,Sing,,,airport,NOUN,NN,Ind,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Mary,PROPN,NNP,Mary,,TPR,en/p95/d3285,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Name,en/p95/d3285,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p95/d2719,,,,,,,,,,,,,,,,,,,,,,,,,
blush.v.01,,,,,blush,VERB,VBP,person.n.01,nsubj,Experiencer,en/p95/d2719,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
blush.v.01,,,,,blush,VERB,VBP,person.n.01,obl,Time,en/p95/d2719,Pres,Fin,Acc,,2,Prs,you,PRON,PRP,Ind,,,,,,,,,,,,,,,
blush.v.01,,,,,blush,VERB,VBP,time.n.08,,Stimulus,en/p95/d2719,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
person.n.01,Acc,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p95/d2719,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p95/d2719,,,,,,,,,,,,,,,,,,,,,,,,,
kill.v.01,,,,,kill,VERB,VBD,who.n.01,nsubj,Agent,en/p95/d1388,Past,Fin,,,,Int,who,PRON,WP,Ind,,,,,,,,,,,,,,,
kill.v.01,,,,,kill,VERB,VBD,time.n.08,,Time,en/p95/d1388,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
kill.v.01,,,,,kill,VERB,VBD,female.n.02,obj,Patient,en/p95/d1388,Past,Fin,,Sing,,,Andres,PROPN,NNP,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p95/d1388,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Andres,PROPN,NNP,soccer_player.n.01,appos,EQU,en/p95/d1388,,,,Sing,,,player,NOUN,NN,,,,,,,,,,,,,,,,
soccer_player.n.01,,Sing,,,player,NOUN,NN,Colombian.a.01,amod,Source,en/p95/d1388,,,,,,,Colombian,ADJ,JJ,,,Pos,,,,,,,,,,,,,
singer.n.01,,Sing,,,singer,NOUN,NN,female.n.02,nsubj,Theme,en/p95/d1815,,,Nom,Sing,3,Prs,she,PRON,PRP,,Fem,,,,,,,,,,,,,,
singer.n.01,,Sing,,,singer,NOUN,NN,-known.a.01,amod,Time,en/p95/d1815,,,,,,,-known,ADJ,JJ,,,Pos,,,,,,,,,,,,,
singer.n.01,,Sing,,,singer,NOUN,NN,time.n.08,,Co-Theme,en/p95/d1815,,,,,,,,,,,,,,,,,,,,,,,,,
-known.a.01,,,,,-known,ADJ,JJ,well.r.10,advmod,EQU,en/p95/d1815,,,,,,,well,ADV,RB,,,Pos,,,,Pos,,,,,,,,,
time.n.08,,,,,,,,now,,Role,en/p95/d1815,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Name,en/p95/d3252,,,,,,,,,,,,,,,,,,,,,,,,,
live.v.01,,Sing,3,,live,VERB,VBZ,time.n.08,,Theme,en/p95/d3252,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
live.v.01,,Sing,3,,live,VERB,VBZ,female.n.02,nsubj,Time,en/p95/d3252,Pres,Fin,,Sing,,,Laurie,PROPN,NNP,Ind,,,,,,,,,,,,,,,
live.v.01,,Sing,3,,live,VERB,VBZ,female.n.02,obl,Location,en/p95/d3252,Pres,Fin,,Sing,,,Melbourne,PROPN,NNP,Ind,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Laurie,PROPN,NNP,Laurie,,EQU,en/p95/d3252,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Melbourne,PROPN,NNP,Melbourne,,Name,en/p95/d3252,,,,,,,,,,,,,,,,,,,,,,,,,
chase.v.01,,,,,chase,VERB,VBD,thief.n.01,obj,Agent,en/p95/d3023,Past,Fin,,Sing,,,thief,NOUN,NN,Ind,,,,,,,,,,,,,,,
chase.v.01,,,,,chase,VERB,VBD,policeman.n.01,nsubj,Time,en/p95/d3023,Past,Fin,,Sing,,,policeman,NOUN,NN,Ind,,,,,,,,,,,,,,,
chase.v.01,,,,,chase,VERB,VBD,time.n.08,,Theme,en/p95/d3023,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Role,en/p95/d3023,,,,,,,,,,,,,,,,,,,,,,,,,
found.v.01,,,,,found,VERB,VBD,who.n.01,nsubj,Agent,en/p95/d1391,Past,Fin,,,,Int,who,PRON,WP,Ind,,,,,,,,,,,,,,,
found.v.01,,,,,found,VERB,VBD,striptease_club.n.01,obj,Time,en/p95/d1391,Past,Fin,,Sing,,,club,NOUN,NN,Ind,,,,,,,,,,,,,,,
found.v.01,,,,,found,VERB,VBD,time.n.08,,Theme,en/p95/d1391,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
striptease_club.n.01,,Sing,,,club,NOUN,NN,chippendale.a.01,amod,TPR,en/p95/d1391,,,,,,,chippendale,ADJ,JJ,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Theme,en/p95/d1391,,,,,,,,,,,,,,,,,,,,,,,,,
enter.v.01,,,,,enter,VERB,VBD,window.n.01,obl,Theme,en/p95/d3340,Past,Fin,,Sing,,,window,NOUN,NN,Ind,,,,,,,,,,,,,,,
enter.v.01,,,,,enter,VERB,VBD,time.n.08,,Time,en/p95/d3340,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
enter.v.01,,,,,enter,VERB,VBD,male.n.02,nsubj,Path,en/p95/d3340,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p95/d3340,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p95/d3372,,,,,,,,,,,,,,,,,,,,,,,,,
eat.v.01,,,,,eat,VERB,VBG,sandwich.n.01,obj,Agent,en/p95/d3372,Pres,Part,,Sing,,,sandwich,NOUN,NN,,,,,,,,,,,,,,,,
eat.v.01,,,,,eat,VERB,VBG,time.n.08,,Time,en/p95/d3372,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
eat.v.01,,,,,eat,VERB,VBG,female.n.02,nsubj,Patient,en/p95/d3372,Pres,Part,Nom,Sing,3,Prs,she,PRON,PRP,,Fem,,,,,,,,,,,,,,
popular.a.01,,,,,popular,ADJ,JJ,person.n.01,nsubj,Stimulus,en/p95/d3323,,,Nom,Sing,3,Prs,it,PRON,PRP,,Neut,,,,,Pos,,,,,,,,,
popular.a.01,,,,,popular,ADJ,JJ,student.n.01,obl,Time,en/p95/d3323,,,,Plur,,,student,NOUN,NNS,,,,,,,Pos,,,,,,,,,
popular.a.01,,,,,popular,ADJ,JJ,time.n.08,,Experiencer,en/p95/d3323,,,,,,,,,,,,,,,,Pos,,,,,,,,,
time.n.08,,,,,,,,now,,Role,en/p95/d3323,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p95/d1944,,,,,,,,,,,,,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,female.n.02,nsubj,Agent,en/p95/d1944,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,time.n.08,,Time,en/p95/d1944,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,key.n.01,obj,Theme,en/p95/d1944,Past,Fin,,Sing,,,key,NOUN,NN,Ind,,,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,lock.n.01,obl,Destination,en/p95/d1944,Past,Fin,,Sing,,,lock,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p95/d1944,,,,,,,,,,,,,,,,,,,,,,,,,
last.v.01,,,,,last,VERB,VBD,war.n.01,nsubj,Theme,en/p95/d0791,Past,Fin,,Sing,,,war,NOUN,NN,Ind,,,,,,,,,,,,,,,
last.v.01,,,,,last,VERB,VBD,year.n.01,obl:tmod,Time,en/p95/d0791,Past,Fin,,Plur,,,year,NOUN,NNS,Ind,,,,,,,,,,,,,,,
last.v.01,,,,,last,VERB,VBD,time.n.08,,Value,en/p95/d0791,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
year.n.01,,Plur,,,year,NOUN,NNS,two,nummod,TPR,en/p95/d0791,,,,,,,two,,CD,,,,,Card,,,,,,,,,,,
time.n.08,,,,,,,,now,,Quantity,en/p95/d0791,,,,,,,,,,,,,,,,,,,,,,,,,
clothes.n.01,,Plur,,,clothes,NOUN,NNS,male.n.02,nmod:poss,User,en/p95/d2152,,,,Sing,3,Prs,his,PRON,PRP$,,Masc,,,,,,Yes,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p95/d2152,,,,,,,,,,,,,,,,,,,,,,,,,
fashion.n.03,,Sing,,,fashion,NOUN,NN,clothes.n.01,nsubj,AttributeOf,en/p95/d2152,,,,Plur,,,clothes,NOUN,NNS,,,,,,,,,,,,,,,,
fashion.n.03,,Sing,,,fashion,NOUN,NN,time.n.08,,Time,en/p95/d2152,,,,,,,,,,,,,,,,,,,,,,,,,
big.a.01,,,,,big,ADJ,JJ,how.r.01,advmod,Value,en/p95/d1392,,,,,,Int,how,ADV,WRB,,,,,,,Pos,,,,,,,,,
big.a.01,,,,,big,ADJ,JJ,time.n.08,,Time,en/p95/d1392,,,,,,,,,,,,,,,,Pos,,,,,,,,,
big.a.01,,,,,big,ADJ,JJ,sun.n.01,nsubj,AttributeOf,en/p95/d1392,,,,Sing,,,sun,NOUN,NN,,,,,,,Pos,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p95/d1392,,,,,,,,,,,,,,,,,,,,,,,,,
sister.n.01,,Sing,,,sister,NOUN,NN,female.n.02,nmod:poss,Role,en/p95/d2965,,,,Sing,,,George,PROPN,NNP,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,George,PROPN,NNP,George,,Of,en/p95/d2965,,,,,,,,,,,,,,,,,,,,,,,,,
make.v.06,,,,,make,VERB,VBD,sister.n.01,nsubj,Agent,en/p95/d2965,Past,Fin,,Sing,,,sister,NOUN,NN,Ind,,,,,,,,,,,,,,,
make.v.06,,,,,make,VERB,VBD,time.n.08,,Time,en/p95/d2965,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
make.v.06,,,,,make,VERB,VBD,person.n.01,iobj,Beneficiary,en/p95/d2965,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
make.v.06,,,,,make,VERB,VBD,sandwich.n.01,obj,Product,en/p95/d2965,Past,Fin,,Plur,,,sandwich,NOUN,NNS,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p95/d2965,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Acc,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p95/d2965,,,,,,,,,,,,,,,,,,,,,,,,,
bike.n.02,,Sing,,,bike,NOUN,NN,whose.n.01,nmod:poss,User,en/p95/d3279,,,,,,Int,whose,PRON,WP$,,,,,,,,Yes,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,bike.n.02,nsubj,Co-Theme,en/p95/d3279,,,,Sing,,,bike,NOUN,NN,,,,,,,,,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,time.n.08,,Time,en/p95/d3279,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p95/d3279,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Name,en/p95/d1491,,,,,,,,,,,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,time.n.08,,Pivot,en/p95/d1491,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,female.n.02,nsubj,Time,en/p95/d1491,Pres,Fin,,Sing,,,Italy,PROPN,NNP,Ind,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,mountain_range.n.01,obj,Theme,en/p95/d1491,Pres,Fin,,Plur,,,range,NOUN,NNS,Ind,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Italy,PROPN,NNP,Italy,,EQU,en/p95/d1491,,,,,,,,,,,,,,,,,,,,,,,,,
mountain_range.n.01,,Plur,,,range,NOUN,NNS,two,nummod,Quantity,en/p95/d1491,,,,,,,two,,CD,,,,,Card,,,,,,,,,,,
mountain_range.n.01,,Plur,,,range,NOUN,NNS,female.n.02,conj,Sub,en/p95/d1491,,,,Plur,,,Apennine,PROPN,NNPS,,,,,,,,,,,,,,,,
mountain_range.n.01,,Plur,,,range,NOUN,NNS,female.n.02,conj,Sub,en/p95/d1491,,,,Plur,,,Alps,PROPN,NNPS,,,,,,,,,,,,,,,,
female.n.02,,Plur,,,Apennine,PROPN,NNPS,Apennines,,Name,en/p95/d1491,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Plur,,,Alps,PROPN,NNPS,Alps,,Name,en/p95/d1491,,,,,,,,,,,,,,,,,,,,,,,,,
take.v.09,,,,,take,VERB,VBD,hospital.n.01,obl,Agent,en/p95/d1734,Past,Fin,,Sing,,,hospital,NOUN,NN,Ind,,,,,,,,,,,,,,,
take.v.09,,,,,take,VERB,VBD,time.n.08,,Time,en/p95/d1734,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
take.v.09,,,,,take,VERB,VBD,male.n.02,nsubj,Theme,en/p95/d1734,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,,
take.v.09,,,,,take,VERB,VBD,taxi.n.01,obj,Destination,en/p95/d1734,Past,Fin,,Sing,,,taxi,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p95/d1734,,,,,,,,,,,,,,,,,,,,,,,,,
knock.v.02,,Sing,3,,knock,VERB,VBD,door.n.01,obl,Agent,en/p95/d0872,Past,Fin,,Sing,,,door,NOUN,NN,Ind,,,,,,,,,,,,,,,
knock.v.02,,Sing,3,,knock,VERB,VBD,time.n.08,,Time,en/p95/d0872,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
