from_node_token,from_node_Gender,from_node_Number,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,deprel,label,doc_id,from_node_VerbForm,to_node_Gender,to_node_Number,to_node_lemma,to_node_upos,to_node_xpos,from_node_Degree,from_node_Tense,to_node_Case,to_node_Person,to_node_PronType,from_node_Case,from_node_Person,from_node_PronType,to_node_Degree,to_node_Poss,to_node_Tense,to_node_VerbForm,from_node_Poss
dicht.a.01,,,dicht,ADJ,ADJ|vrij|basis|zonder,grens.n.01,nsubj,AttributeOf,nl/p19/d0918,,Com,Sing,grens,NOUN,N|soort|ev|basis|zijd|stan,Pos,,,,,,,,,,,,
dicht.a.01,,,dicht,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p19/d0918,,,,,,,Pos,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p19/d2942,,,,,,,,,,,,Nom,1,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p19/d2942,,,,,,,,,,,,,,,,,,,
allergisch.a.01,,,allergisch,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p19/d2942,,,,,,,Pos,,,,,,,,,,,,
allergisch.a.01,,,allergisch,ADJ,ADJ|vrij|basis|zonder,hond.n.01,obl,Stimulus,nl/p19/d2942,,,Plur,hond,NOUN,N|soort|mv|basis,Pos,,,,,,,,,,,,
female.n.02,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,Tom,,Name,nl/p19/d2534,,,,,,,,,,,,,,,,,,,
vrachtwagenchauffeur.n.01,Com,Sing,vrachtwagenchauffeur,NOUN,N|soort|ev|basis|zijd|stan,female.n.02,nsubj,Theme,nl/p19/d2534,,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,,,,,,,,,,,,,
bang.v.01,,,bang,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p19/d0847,,,,,,,Pos,,,,,,,,,,,,
bang.v.01,,,bang,ADJ,ADJ|vrij|basis|zonder,hond.n.01,obl,Stimulus,nl/p19/d0847,,Com,Sing,hond,NOUN,N|soort|ev|basis|zijd|stan,Pos,,,,,,,,,,,,
female.n.02,,,Lady,PROPN,SPEC|deeleigen,Lady,,Name,nl/p19/d0762,,,,,,,,,,,,,,,,,,,
female.n.02,,,David,PROPN,SPEC|deeleigen,David,,Name,nl/p19/d0760,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p19/d2761,,,,,,,,,,,,Nom,1,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p19/d2761,,,,,,,,,,,,,,,,,,,
oud.a.01,,,oud,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p19/d2761,,,,,,,Pos,,,,,,,,,,,,
dragen.v.01,,Sing,dragen,VERB,WW|pv|tgw|met-t,person.n.01,nsubj,Agent,nl/p19/d0840,Fin,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,Pres,Nom,3,Prs,,,,,,,,
dragen.v.01,,Sing,dragen,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p19/d0840,Fin,,,,,,,Pres,,,,,,,,,,,
dragen.v.01,,Sing,dragen,VERB,WW|pv|tgw|met-t,zonnebril.n.01,obj,Theme,nl/p19/d0840,Fin,Com,Sing,zonnebril,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p19/d0840,,,,,,,,,,,,,,,,,,,
female.n.02,,,Lisa,PROPN,SPEC|deeleigen,Lisa,,Name,nl/p19/d0874,,,,,,,,,,,,,,,,,,,
openen.v.01,,Sing,openen,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p26/d2384,Fin,,,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc,,Past,Nom,3,Prs,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p26/d0877,,,,,,,,,,,,Nom,1,Prs,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p26/d0877,Fin,,,,,,,Pres,,,,,,,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|ev,visum.n.01,obj,Theme,nl/p26/d0877,Fin,Neut,Sing,visum,NOUN,N|soort|ev|basis|onz|stan,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p26/d0877,,,,,,,,,,,,,,,,,,,
zijn.v.01,,Sing,zijn,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p26/d1387,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p26/d1387,,,,,,,,,,,,,,,,,,,
female.n.02,Neut,Sing,Chiapas,PROPN,N|eigen|ev|basis|onz|stan,Chiapas,,Name,nl/p26/d1387,,,,,,,,,,,,,,,,,,,
person.n.01,,,we,PRON,VNW|pers|pron|nomin|red|1|mv,speaker,,EQU,nl/p26/d2321,,,,,,,,,,,,Nom,1,Prs,,,,,
rond_kijken.v.01,,Plur,rond_kijken,VERB,WW|pv|verl|mv,person.n.01,nsubj,Agent,nl/p26/d2321,Fin,,,we,PRON,VNW|pers|pron|nomin|red|1|mv,,Past,Nom,1,Prs,,,,,,,,
rond_kijken.v.01,,Plur,rond_kijken,VERB,WW|pv|verl|mv,time.n.08,,Time,nl/p26/d2321,Fin,,,,,,,Past,,,,,,,,,,,
rond_kijken.v.01,,Plur,rond_kijken,VERB,WW|pv|verl|mv,film.n.01,obj,Theme,nl/p26/d2321,Fin,Com,Sing,film,NOUN,N|soort|ev|basis|zijd|stan,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p26/d2321,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p26/d0880,,,,,,,,,,,,,,,,,,,
baas.n.01,Com,Sing,baas,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nmod:poss,Role,nl/p26/d0880,,,,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr,,,,1,Prs,,,,,Yes,,,
female.n.02,Com,Sing,Nancy,PROPN,N|eigen|ev|basis|zijd|stan,Nancy,,Name,nl/p26/d0786,,,,,,,,,,,,,,,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p26/d0786,Fin,,,,,,,Pres,,,,,,,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|met-t,piano.n.01,obj,Theme,nl/p26/d0786,Fin,Com,Sing,piano,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p26/d0786,,,,,,,,,,,,,,,,,,,
steken_op.v.01,,Sing,steken,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p47/d2593,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p47/d2593,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p47/d1788,,,,,,,,,,,,,,,,,,,
allergisch.a.01,,,allergisch,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p47/d1788,,,,,,,Pos,,,,,,,,,,,,
allergisch.a.01,,,allergisch,ADJ,ADJ|vrij|basis|zonder,poll.n.01,obl,Stimulus,nl/p47/d1788,,,Plur,poll,NOUN,N|soort|mv|basis,Pos,,,,,,,,,,,,
bloeden.v.01,,Sing,bloeden,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p47/d0909,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p47/d0909,,,,,,,,,,,,,,,,,,,
yen.n.02,Com,Sing,yen,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nsubj,Theme,nl/p47/d0807,,,,het,PRON,VNW|pers|pron|stan|red|3|ev|onz,,,,3,Prs,,,,,,,,
yen.n.02,Com,Sing,yen,NOUN,N|soort|ev|basis|zijd|stan,time.n.08,,Time,nl/p47/d0807,,,,,,,,,,,,,,,,,,,
female.n.02,,,Allan,PROPN,SPEC|deeleigen,Allan,,Name,nl/p47/d0760,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p47/d2546,,,,,,,,,,,,,,,,,,,
thees.n.01,,Plur,thees,NOUN,N|soort|ev|basis|stan,koffie.n.01,conj,Sub,nl/p47/d2546,,,Plur,koffie,NOUN,N|soort|mv|basis,,,,,,,,,,,,,
bestellen.v.01,,,bestellen,VERB,WW|vd|vrij|zonder,thees.n.01,obj,Theme,nl/p47/d2546,Part,,Plur,thees,NOUN,N|soort|ev|basis|stan,,,,,,,,,,,,,
vervelen.v.01,,Sing,vervelen,VERB,WW|pv|tgw|met-t,person.n.01,obj,Time,nl/p47/d3419,Fin,,,me,PRON,VNW|pr|pron|obl|red|1|ev,,Pres,Acc,1,Prs,,,,,,,,
person.n.01,,,me,PRON,VNW|pr|pron|obl|red|1|ev,speaker,,EQU,nl/p47/d3419,,,,,,,,,,,,Acc,1,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p47/d3419,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p47/d0852,,,,,,,,,,,,Nom,1,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p47/d0852,,,,,,,,,,,,,,,,,,,
linkshandig.a.01,,,linkshandig,ADJ,ADJ|vrij|basis|zonder,person.n.01,nsubj,AttributeOf,nl/p47/d0852,,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,Pos,,Nom,1,Prs,,,,,,,,
linkshandig.a.01,,,linkshandig,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p47/d0852,,,,,,,Pos,,,,,,,,,,,,
zitten.v.01,,Sing,zitten,VERB,WW|pv|tgw|ev,kat.n.01,nsubj,Theme,nl/p47/d0945,Fin,Com,Sing,kat,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
gaan_in.v.01,,Sing,gaan,VERB,WW|pv|verl|ev,wolf.n.01,nsubj,Theme,nl/p57/d2669,Fin,Com,Sing,wolf,NOUN,N|soort|ev|basis|zijd|stan,,Past,,,,,,,,,,,
gaan_in.v.01,,Sing,gaan,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p57/d2669,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p57/d2669,,,,,,,,,,,,,,,,,,,
leven.v.01,,Sing,leven,VERB,WW|pv|tgw|met-t,oosten.n.01,obl,Theme,nl/p57/d3359,Fin,Neut,Sing,oosten,NOUN,N|soort|ev|basis|onz|stan,,Pres,,,,,,,,,,,
leven.v.01,,Sing,leven,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p57/d3359,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p57/d3359,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p57/d2423,,,,,,,,,,,,Nom,1,Prs,,,,,
doen.v.01,,Sing,doen,VERB,WW|pv|tgw|ev,person.n.01,nsubj,Agent,nl/p57/d2423,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Pres,Nom,1,Prs,,,,,,,,
doen.v.01,,Sing,doen,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p57/d2423,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p57/d2423,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p57/d0816,,,,,,,,,,,,Nom,1,Prs,,,,,
strijden.v.01,,Sing,strijden,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p57/d0816,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Past,Nom,1,Prs,,,,,,,,
strijden.v.01,,Sing,strijden,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p57/d0816,Fin,,,,,,,Past,,,,,,,,,,,
strijden.v.01,,Sing,strijden,VERB,WW|pv|verl|ev,prijs.n.01,obl,Theme,nl/p57/d0816,Fin,Com,Sing,prijs,NOUN,N|soort|ev|basis|zijd|stan,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p57/d0816,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p57/d0822,,,,,,,,,,,,Nom,1,Prs,,,,,
betalen.v.01,,Sing,betalen,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p57/d0822,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Past,Nom,1,Prs,,,,,,,,
betalen.v.01,,Sing,betalen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p57/d0822,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p57/d0822,,,,,,,,,,,,,,,,,,,
bezoeken.v.01,,Plur,bezoeken,VERB,WW|pv|tgw|mv,museum.n.01,obj,Theme,nl/p07/d2232,Fin,Neut,Sing,museum,NOUN,N|soort|ev|basis|onz|stan,,Pres,,,,,,,,,,,
schoen.n.01,,Plur,schoen,NOUN,N|soort|mv|basis,time.n.08,,Time,nl/p07/d2966,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p07/d2966,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p07/d2015,,,,,,,,,,,,,,,,,,,
veertig.n.01,,,veertig,NUM,TW|hoofd|vrij,time.n.08,,Time,nl/p07/d2015,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p07/d2527,,,,,,,,,,,,Nom,1,Prs,,,,,
zien.v.01,,Sing,zien,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p07/d2527,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p07/d2527,,,,,,,,,,,,,,,,,,,
uit_vinden.v.01,,,uit_vinden,VERB,WW|vd|vrij|zonder,person.n.01,nsubj,Agent,nl/p07/d0789,Part,,,wie,PRON,VNW|vb|pron|stan|vol|3p|getal,,,,3,Int,,,,,,,,
uit_vinden.v.01,,,uit_vinden,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p07/d0789,Part,,,,,,,,,,,,,,,,,,
bliezen.v.01,,Sing,bliezen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p07/d3452,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p07/d3452,,,,,,,,,,,,,,,,,,,
female.n.02,"Com,Neut",Sing,Tom.,PROPN,N|eigen|ev|basis|zijd|stan,Tom.,,Name,nl/p07/d3452,,,,,,,,,,,,,,,,,,,
moeder.n.01,Com,Sing,moeder,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nmod:poss,Role,nl/p07/d0928,,,,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr,,,,1,Prs,,,,,Yes,,,
female.n.02,Com,Sing,Maria,PROPN,N|eigen|ev|basis|zijd|stan,Maria,,Name,nl/p07/d3425,,,,,,,,,,,,,,,,,,,
schrijven.v.01,,Sing,schrijven,VERB,WW|pv|verl|ev,female.n.02,nsubj,Agent,nl/p07/d3425,Fin,Com,Sing,Maria,PROPN,N|eigen|ev|basis|zijd|stan,,Past,,,,,,,,,,,
schrijven.v.01,,Sing,schrijven,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p07/d3425,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p07/d3425,,,,,,,,,,,,,,,,,,,
person.n.01,,,me,PRON,VNW|pr|pron|obl|red|1|ev,speaker,,EQU,nl/p07/d3425,,,,,,,,,,,,Acc,1,Prs,,,,,
time.n.08,,,,,,now,,EQU,nl/p07/d0817,,,,,,,,,,,,,,,,,,,
female.n.02,Neut,Sing,Amerika,PROPN,N|eigen|ev|basis|onz|stan,Amerika,,Name,nl/p07/d0817,,,,,,,,,,,,,,,,,,,
geboren.v.01,,,geboren,VERB,WW|vd|vrij|zonder,female.n.02,obl,Location,nl/p07/d0817,Part,Neut,Sing,Amerika,PROPN,N|eigen|ev|basis|onz|stan,,,,,,,,,,,,,
female.n.02,Com,Sing,Kate,PROPN,N|eigen|ev|basis|zijd|stan,Kate,,Name,nl/p07/d0952,,,,,,,,,,,,,,,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p07/d0952,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p07/d0952,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p07/d3391,,,,,,,,,,,,Nom,1,Prs,,,,,
rijden.v.01,,Sing,rijden,VERB,WW|pv|tgw|ev,person.n.01,nsubj,Agent,nl/p07/d3391,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Pres,Nom,1,Prs,,,,,,,,
rijden.v.01,,Sing,rijden,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p07/d3391,Fin,,,,,,,Pres,,,,,,,,,,,
rijden.v.01,,Sing,rijden,VERB,WW|pv|tgw|ev,cabriolet.n.01,obj,Theme,nl/p07/d3391,Fin,Com,Sing,cabriolet,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p07/d3391,,,,,,,,,,,,,,,,,,,
liggen.v.01,,Sing,liggen,VERB,WW|pv|tgw|met-t,koekje.n.01,nsubj,Theme,nl/p07/d0914,Fin,Neut,Sing,koekje,NOUN,N|soort|ev|dim|onz|stan,,Pres,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p07/d0903,,,,,,,,,,,,Nom,1,Prs,,,,,
komen_tegen.v.01,,Sing,komen,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p07/d0903,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Past,Nom,1,Prs,,,,,,,,
komen_tegen.v.01,,Sing,komen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p07/d0903,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p07/d0903,,,,,,,,,,,,,,,,,,,
broer.n.01,Com,Sing,broer,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nmod:poss,Role,nl/p07/d0903,,,,je,PRON,VNW|bez|det|stan|red|2v|ev|prenom|zonder|agr,,,,2,Prs,,,,,Yes,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p07/d0882,,,,,,,,,,,,Nom,1,Prs,,,,,
hebben.v.01,,Sing,hebben,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p07/d0882,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p07/d0882,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p07/d0822,,,,,,,,,,,,Nom,1,Prs,,,,,
geven.v.01,,Sing,geven,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p07/d0822,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Past,Nom,1,Prs,,,,,,,,
geven.v.01,,Sing,geven,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p07/d0822,Fin,,,,,,,Past,,,,,,,,,,,
geven.v.01,,Sing,geven,VERB,WW|pv|verl|ev,woord_boek.n.01,obj,Theme,nl/p07/d0822,Fin,Neut,Sing,woord_boek,NOUN,N|soort|ev|basis|onz|stan,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p07/d0822,,,,,,,,,,,,,,,,,,,
broer.n.01,Com,Sing,broer,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nmod:poss,Role,nl/p07/d0822,,,,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr,,,,1,Prs,,,,,Yes,,,
female.n.02,Com,Sing,Sita,PROPN,N|eigen|ev|basis|zijd|stan,Sita,,Name,nl/p07/d0904,,,,,,,,,,,,,,,,,,,
glimlachen.v.01,,Sing,glimlachen,VERB,WW|pv|verl|ev,female.n.02,nsubj,Agent,nl/p07/d0904,Fin,Com,Sing,Sita,PROPN,N|eigen|ev|basis|zijd|stan,,Past,,,,,,,,,,,
glimlachen.v.01,,Sing,glimlachen,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p07/d0904,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p07/d0904,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Bill,PROPN,N|eigen|ev|basis|zijd|stan,Bill,,Name,nl/p07/d0785,,,,,,,,,,,,,,,,,,,
doden.v.01,,,doden,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p07/d0785,Part,,,,,,,,,,,,,,,,,,
doden.v.01,,,doden,VERB,WW|vd|vrij|zonder,man.n.01,obl:agent,Agent,nl/p07/d0785,Part,Com,Sing,man,NOUN,N|soort|ev|basis|zijd|stan,,,,,,,,,,,,,
breken_aan.v.01,,Sing,breken,VERB,WW|pv|tgw|met-t,zonsopgang.n.01,nsubj,Theme,nl/p87/d0853,Fin,Com,Sing,zonsopgang,NOUN,N|soort|ev|basis|zijd|stan,,Pres,,,,,,,,,,,
breken_aan.v.01,,Sing,breken,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p87/d0853,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p87/d0853,,,,,,,,,,,,,,,,,,,
person.n.01,,,wij,PRON,VNW|pers|pron|nomin|vol|1|mv,speaker,,EQU,nl/p87/d2062,,,,,,,,,,,,Nom,1,Prs,,,,,
zaaien.v.01,,Plur,zaaien,VERB,WW|pv|tgw|mv,person.n.01,nsubj,Agent,nl/p87/d2062,Fin,,,wij,PRON,VNW|pers|pron|nomin|vol|1|mv,,Pres,Nom,1,Prs,,,,,,,,
zaaien.v.01,,Plur,zaaien,VERB,WW|pv|tgw|mv,time.n.08,,Time,nl/p87/d2062,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p87/d2062,,,,,,,,,,,,,,,,,,,
person.n.01,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,speaker,,EQU,nl/p87/d1712,,,,,,,,,,,,Nom,1,Prs,,,,,
eten.v.01,,Sing,eten,VERB,WW|pv|tgw|ev,person.n.01,nsubj,Agent,nl/p87/d1712,Fin,,,ik,PRON,VNW|pers|pron|nomin|vol|1|ev,,Pres,Nom,1,Prs,,,,,,,,
eten.v.01,,Sing,eten,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p87/d1712,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p87/d1712,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Zhao,PROPN,N|eigen|ev|basis|zijd|stan,Zhao,,Name,nl/p87/d0760,,,,,,,,,,,,,,,,,,,
kopen.v.01,,Sing,kopen,VERB,WW|pv|verl|ev,cadeau.n.01,obj,Theme,nl/p87/d3478,Fin,Neut,Sing,cadeau,NOUN,N|soort|ev|dim|onz|stan,,Past,,,,,,,,,,,
female.n.02,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,Tom,,Name,nl/p87/d3478,,,,,,,,,,,,,,,,,,,
zitten.v.01,,Sing,zitten,VERB,WW|pv|tgw|ev,time.n.08,,Time,nl/p87/d0878,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p87/d0878,,,,,,,,,,,,,,,,,,,
female.n.02,Neut,Sing,Tsjetsjenië,PROPN,N|eigen|ev|basis|onz|stan,Tsjetsjenië,,Name,nl/p87/d1385,,,,,,,,,,,,,,,,,,,
moeder.n.01,Com,Sing,moeder,NOUN,N|soort|ev|basis|zijd|stan,person.n.01,nmod:poss,Role,nl/p87/d0945,,,,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr,,,,1,Prs,,,,,Yes,,,
leggen.v.01,,,leggen,VERB,WW|vd|vrij|zonder,taart.n.01,obj,Theme,nl/p87/d0945,Part,Com,Sing,taart,NOUN,N|soort|ev|basis|zijd|stan,,,,,,,,,,,,,
leggen.v.01,,,leggen,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p87/d0945,Part,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Bill,PROPN,N|eigen|ev|basis|zijd|stan,Bill,,Name,nl/p99/d0784,,,,,,,,,,,,,,,,,,,
warm.a.01,,,warm,ADJ,ADJ|vrij|basis|zonder,kamer.n.01,nsubj,AttributeOf,nl/p99/d0911,,Com,Sing,kamer,NOUN,N|soort|ev|basis|zijd|stan,Pos,,,,,,,,,,,,
warm.a.01,,,warm,ADJ,ADJ|vrij|basis|zonder,time.n.08,,Time,nl/p99/d0911,,,,,,,Pos,,,,,,,,,,,,
zitten.v.01,,Sing,zitten,VERB,WW|pv|verl|ev,person.n.01,nsubj,Agent,nl/p99/d0875,Fin,,,ze,PRON,VNW|pers|pron|stan|red|3|ev|fem,,Past,,3,Prs,,,,,,,,
zitten.v.01,,Sing,zitten,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p99/d0875,Fin,,,,,,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p99/d0875,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p99/d0859,,,,,,,,,,,,,,,,,,,
verslaven.v.01,,,verslaven,VERB,WW|vd|vrij|zonder,time.n.08,,Time,nl/p99/d0859,Part,,,,,,,,,,,,,,,,,,
female.n.02,Neut,Sing,Starbucks,PROPN,N|eigen|ev|basis|stan,Starbucks,,Name,nl/p99/d0859,,,,,,,,,,,,,,,,,,,
female.n.02,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,Tom,,Name,nl/p99/d2492,,,,,,,,,,,,,,,,,,,
koer_kerven.v.01,,Sing,koer_kerven,VERB,WW|pv|verl|ev,female.n.02,nsubj,Agent,nl/p99/d2492,Fin,Com,Sing,Tom,PROPN,N|eigen|ev|basis|zijd|stan,,Past,,,,,,,,,,,
koer_kerven.v.01,,Sing,koer_kerven,VERB,WW|pv|verl|ev,time.n.08,,Time,nl/p99/d2492,Fin,,,,,,,Past,,,,,,,,,,,
koer_kerven.v.01,,Sing,koer_kerven,VERB,WW|pv|verl|ev,initiaal.n.01,obj,Theme,nl/p99/d2492,Fin,,Plur,initiaal,NOUN,N|soort|mv|basis,,Past,,,,,,,,,,,
time.n.08,,,,,,now,,TPR,nl/p99/d2492,,,,,,,,,,,,,,,,,,,
wonen.v.01,,Sing,wonen,VERB,WW|pv|tgw|met-t,time.n.08,,Time,nl/p99/d0836,Fin,,,,,,,Pres,,,,,,,,,,,
time.n.08,,,,,,now,,EQU,nl/p99/d0836,,,,,,,,,,,,,,,,,,,
