from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,to_node_Degree,from_node_Voice,to_node_NumType,to_node_Poss,from_node_NumType,to_node_Reflex,to_node_VerbForm,from_node_Degree,to_node_Tense,from_node_Gender,from_node_Poss,to_node_Mood,to_node_Voice,to_node_Foreign
go.v.01,,,,,go,VERB,VB,cinema.n.01,TSU,en/p55/d2286,,Inf,,Sing,,,cinema,NOUN,NN,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d2286,,,,,,,,,,,,,,,,,,,,,,,,,
let.v.01,,,,,let,VERB,VB,go.v.01,Time,en/p55/d2286,,Fin,,,,,go,VERB,VB,Imp,,,,,,,,Inf,,,,,,,
let.v.01,,,,,let,VERB,VB,time.n.08,Theme,en/p55/d2286,,Fin,,,,,,,,Imp,,,,,,,,,,,,,,,
let.v.01,,,,,let,VERB,VB,we.n.01,Destination,en/p55/d2286,,Fin,Acc,Plur,1,Prs,we,PRON,PRP,Imp,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p55/d3186,,,,,,,,,,,,,,,,,,,,,,,,,
hate.v.01,,Sing,3,,hate,VERB,VBZ,entity.n.01,Experiencer,en/p55/d3186,Pres,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
hate.v.01,,Sing,3,,hate,VERB,VBZ,time.n.08,Time,en/p55/d3186,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
hate.v.01,,Sing,3,,hate,VERB,VBZ,party.n.01,Stimulus,en/p55/d3186,Pres,Fin,,Plur,,,party,NOUN,NNS,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d3186,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,speaker,EQU,en/p55/d3170,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Miss,PROPN,NNP,Miss,EQU,en/p55/d3170,,,,,,,,,,,,,,,,,,,,,,,,,
help.v.01,,,,,help,VERB,VBG,person.n.01,Time,en/p55/d3170,Pres,Part,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,,
help.v.01,,,,,help,VERB,VBG,entity.n.01,Agent,en/p55/d3170,Pres,Part,,Sing,,,Miss,PROPN,NNP,,,,,,,,,,,,,,,,
help.v.01,,,,,help,VERB,VBG,time.n.08,Beneficiary,en/p55/d3170,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p55/d3170,,,,,,,,,,,,,,,,,,,,,,,,,
much.r.01,,,,,much,ADV,RB,how.r.01,Unit,en/p55/d1675,,,,,,Int,how,ADV,WRB,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p55/d1675,,,,,,,,,,,,,,,,,,,,,,,,,
cost.v.01,,,,,cost,VERB,VB,much.r.01,Value,en/p55/d1675,,Inf,,,,,much,ADV,RB,,,,,,,,,,,,,,,,
cost.v.01,,,,,cost,VERB,VB,time.n.08,Time,en/p55/d1675,,Inf,,,,,,,,,,,,,,,,,,,,,,,
cost.v.01,,,,,cost,VERB,VB,sunglass.n.01,Theme,en/p55/d1675,,Inf,,Plur,,,sunglass,NOUN,NNS,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p55/d2966,,,,,,,,,,,,,,,,,,,,,,,,,
beg.v.01,,,,,beg,VERB,VBG,person.n.01,Agent,en/p55/d2966,Pres,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
beg.v.01,,,,,beg,VERB,VBG,you.n.01,Time,en/p55/d2966,Pres,Part,Acc,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,,
beg.v.01,,,,,beg,VERB,VBG,time.n.08,Patient,en/p55/d2966,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d2966,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p55/d2751,,,,,,,,,,,,,,,,,,,,,,,,,
turn.v.01,,,,,turn,VERB,VBD,entity.n.01,Agent,en/p55/d2751,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
turn.v.01,,,,,turn,VERB,VBD,time.n.08,Time,en/p55/d2751,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
turn.v.01,,,,,turn,VERB,VBD,somersault.n.01,Theme,en/p55/d2751,Past,Fin,,Sing,,,somersault,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p55/d2751,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ispaworld.org/canada/rules1.html.n.01,,,,,http://www.ispaworld.org/canada/rules1.html,X,ADD,time.n.08,Participant,en/p55/d1070,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p55/d1070,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p55/d1683,,,,,,,,,,,,,,,,,,,,,,,,,
stare.v.01,,,,,stare,VERB,VBD,time.n.08,Agent,en/p55/d1683,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
stare.v.01,,,,,stare,VERB,VBD,entity.n.01,Time,en/p55/d1683,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
stare.v.01,,,,,stare,VERB,VBD,entity.n.01,Theme,en/p55/d1683,Past,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,,
stare.v.01,,,,,stare,VERB,VBD,moment.n.01,Duration,en/p55/d1683,Past,Fin,,Sing,,,moment,NOUN,NN,Ind,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,TPR,en/p55/d1683,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Mary,PROPN,NNP,Mary,Name,en/p55/d1683,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p55/d0881,,,,,,,,,,,,,,,,,,,,,,,,,
need.v.01,,,,,need,VERB,VBP,person.n.01,Pivot,en/p55/d0881,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
need.v.01,,,,,need,VERB,VBP,time.n.08,Time,en/p55/d0881,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
need.v.01,,,,,need,VERB,VBP,help.n.01,Theme,en/p55/d0881,Pres,Fin,,Sing,,,help,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d0881,,,,,,,,,,,,,,,,,,,,,,,,,
where.r.01,,,,Int,where,ADV,WRB,entity.n.01,PartOf,en/p55/d2774,,,,Sing,,,Australia,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Australia,PROPN,NNP,Australia,Name,en/p55/d2774,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p55/d2774,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,speaker,EQU,en/p55/d2774,,,,,,,,,,,,,,,,,,,,,,,,,
grow_up.v.01,,,,,grow,VERB,VB,where.r.01,Location,en/p55/d2774,,Inf,,,,Int,where,ADV,WRB,,,,,,,,,,,,,,,,
grow_up.v.01,,,,,grow,VERB,VB,time.n.08,Time,en/p55/d2774,,Inf,,,,,,,,,,,,,,,,,,,,,,,
grow_up.v.01,,,,,grow,VERB,VB,person.n.01,Patient,en/p55/d2774,,Inf,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p55/d2437,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d2437,,,,,,,,,,,,,,,,,,,,,,,,,
happy.a.01,,,,,happy,ADJ,JJ,person.n.01,Experiencer,en/p55/d2437,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,Pos,,,,,,
happy.a.01,,,,,happy,ADJ,JJ,time.n.08,Time,en/p55/d2437,,,,,,,,,,,,,,,,,,,Pos,,,,,,
happy.a.01,,,,,happy,ADJ,JJ,rather.r.01,Degree,en/p55/d2437,,,,,,,rather,ADV,RB,,,,,,,,,,Pos,,,,,,
west.n.01,,Sing,,,west,NOUN,NN,station.n.01,Theme,en/p55/d2236,,,,Sing,,,station,NOUN,NN,,,,,,,,,,,,,,,,
west.n.01,,Sing,,,west,NOUN,NN,hotel.n.01,Time,en/p55/d2236,,,,Sing,,,hotel,NOUN,NN,,,,,,,,,,,,,,,,
west.n.01,,Sing,,,west,NOUN,NN,time.n.08,Location,en/p55/d2236,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Of,en/p55/d2236,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p55/d2240,,,,,,,,,,,,,,,,,,,,,,,,,
agent.n.01,,Sing,,,agent,NOUN,NN,entity.n.01,Theme,en/p55/d2240,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
agent.n.01,,Sing,,,agent,NOUN,NN,entity.n.01,Time,en/p55/d2240,,,,Sing,,,FBI,PROPN,NNP,,,,,,,,,,,,,,,,
agent.n.01,,Sing,,,agent,NOUN,NN,time.n.08,Co-Theme,en/p55/d2240,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,FBI,PROPN,NNP,FBI,EQU,en/p55/d2240,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,PartOf,en/p55/d2240,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d3139,,,,,,,,,,,,,,,,,,,,,,,,,
favor.v.01,,,,,favor,VERB,VBD,time.n.08,Experiencer,en/p55/d3139,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
favor.v.01,,,,,favor,VERB,VBD,hamburger.n.01,Time,en/p55/d3139,Past,Fin,,Sing,,,Hamburger,PROPN,NNP,Ind,,,,,,,,,,,,,,,
favor.v.01,,,,,favor,VERB,VBD,rubber.n.01,Stimulus,en/p55/d3139,Past,Fin,,Plur,,,rubber,NOUN,NNS,Ind,,,,,,,,,,,,,,,
hamburger.n.01,,Sing,,,Hamburger,PROPN,NNP,female.a.01,TPR,en/p55/d3139,,,,,,,female,ADJ,JJ,,,Pos,,,,,,,,,,,,,
johnny.n.01,,Sing,,,Johnny,PROPN,NNP,little.a.01,Name,en/p55/d3335,,,,,,,Little,ADJ,JJ,,,Pos,,,,,,,,,,,,,
fart.v.01,,Sing,3,,fart,VERB,VBZ,johnny.n.01,Agent,en/p55/d3335,Pres,Fin,,Sing,,,Johnny,PROPN,NNP,Ind,,,,,,,,,,,,,,,
fart.v.01,,Sing,3,,fart,VERB,VBZ,time.n.08,Time,en/p55/d3335,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
fart.v.01,,Sing,3,,fart,VERB,VBZ,classroom.n.01,Location,en/p55/d3335,Pres,Fin,,Sing,,,classroom,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d3335,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p55/d1473,,,,,,,,,,,,,,,,,,,,,,,,,
remove.v.01,,,,,remove,VERB,VBD,entity.n.01,Agent,en/p55/d1473,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
remove.v.01,,,,,remove,VERB,VBD,time.n.08,Time,en/p55/d1473,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
remove.v.01,,,,,remove,VERB,VBD,goggle.n.01,Theme,en/p55/d1473,Past,Fin,,Plur,,,goggle,NOUN,NNS,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p55/d1473,,,,,,,,,,,,,,,,,,,,,,,,,
goggle.n.01,,Plur,,,goggle,NOUN,NNS,entity.n.01,User,en/p55/d1473,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p55/d1876,,,,,,,,,,,,,,,,,,,,,,,,,
suffer.v.01,,Sing,3,,suffer,VERB,VBZ,entity.n.01,Experiencer,en/p55/d1876,Pres,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
suffer.v.01,,Sing,3,,suffer,VERB,VBZ,time.n.08,Time,en/p55/d1876,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
suffer.v.01,,Sing,3,,suffer,VERB,VBZ,osteoporosis.n.01,Stimulus,en/p55/d1876,Pres,Fin,,Sing,,,osteoporosis,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d1876,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p55/d1888,,,,,,,,,,,,,,,,,,,,,,,,,
italy.n.01,,Sing,,,Italy,PROPN,NNP,person.n.01,Theme,en/p55/d1888,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
italy.n.01,,Sing,,,Italy,PROPN,NNP,time.n.01,Time,en/p55/d1888,,,,Plur,,,time,NOUN,NNS,,,,,,,,,,,,,,,,
italy.n.01,,Sing,,,Italy,PROPN,NNP,time.n.08,Location,en/p55/d1888,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.01,,Plur,,,time,NOUN,NNS,many.a.01,TPR,en/p55/d1888,,,,,,,many,ADJ,JJ,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p55/d1888,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Ann,PROPN,NNP,Ann,Name,en/p55/d0803,,,,,,,,,,,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,entity.n.01,Pivot,en/p55/d0803,Pres,Fin,,Sing,,,Ann,PROPN,NNP,Ind,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,time.n.08,Time,en/p55/d0803,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,sister.n.01,Theme,en/p55/d0803,Pres,Fin,,Sing,,,sister,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d0803,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p55/d2229,,,,,,,,,,,,,,,,,,,,,,,,,
nazi.n.01,,Sing,,,Nazi,PROPN,NNP,person.n.01,Theme,en/p55/d2229,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
nazi.n.01,,Sing,,,Nazi,PROPN,NNP,time.n.08,Time,en/p55/d2229,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d2229,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p55/d0931,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d0931,,,,,,,,,,,,,,,,,,,,,,,,,
have.v.01,,,,,have,VERB,VB,entity.n.01,Pivot,en/p55/d0931,,Inf,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
have.v.01,,,,,have,VERB,VB,time.n.08,Time,en/p55/d0931,,Inf,,,,,,,,,,,,,,,,,,,,,,,
have.v.01,,,,,have,VERB,VB,credit_card.n.01,Theme,en/p55/d0931,,Inf,,Sing,,,card,NOUN,NN,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p55/d0891,,,,,,,,,,,,,,,,,,,,,,,,,
meet.v.01,,,,,meet,VERB,VBD,person.n.01,Agent,en/p55/d0891,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
meet.v.01,,,,,meet,VERB,VBD,time.n.08,Time,en/p55/d0891,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
meet.v.01,,,,,meet,VERB,VBD,wolf.n.01,Co-Agent,en/p55/d0891,Past,Fin,,Sing,,,wolf,NOUN,NN,Ind,,,,,,,,,,,,,,,
meet.v.01,,,,,meet,VERB,VBD,dream.n.01,Context,en/p55/d0891,Past,Fin,,Sing,,,dream,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p55/d0891,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,EQU,en/p55/d0813,,,,,,,,,,,,,,,,,,,,,,,,,
stand.v.01,,Plur,1,,stand,VERB,VBD,person.n.01,Theme,en/p55/d0813,Past,Fin,Nom,Plur,1,Prs,we,PRON,PRP,Ind,,,,,,,,,,,,,,,
stand.v.01,,Plur,1,,stand,VERB,VBD,time.n.08,Time,en/p55/d0813,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
stand.v.01,,Plur,1,,stand,VERB,VBD,brink.n.01,Location,en/p55/d0813,Past,Fin,,Sing,,,brink,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p55/d0813,,,,,,,,,,,,,,,,,,,,,,,,,
brink.n.01,,Sing,,,brink,NOUN,NN,cliff.n.01,PartOf,en/p55/d0813,,,,Sing,,,cliff,NOUN,NN,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d2718,,,,,,,,,,,,,,,,,,,,,,,,,
carve.v.01,,,,,carve,VERB,VBN,statue.n.01,Product,en/p55/d2718,Past,Part,,Sing,,,statue,NOUN,NN,,,,Pass,,,,,,,,,,,,
carve.v.01,,,,,carve,VERB,VBN,time.n.08,Time,en/p55/d2718,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
carve.v.01,,,,,carve,VERB,VBN,stone.n.01,Material,en/p55/d2718,Past,Part,,Sing,,,stone,NOUN,NN,,,,Pass,,,,,,,,,,,,
amount.v.01,,,,,amount,VERB,VBD,bill.n.01,Theme,en/p55/d0775,Past,Fin,,Sing,,,bill,NOUN,NN,Ind,,,,,,,,,,,,,,,
amount.v.01,,,,,amount,VERB,VBD,dollar.n.01,Time,en/p55/d0775,Past,Fin,,Plur,,,dollar,NOUN,NNS,Ind,,,,,,,,,,,,,,,
amount.v.01,,,,,amount,VERB,VBD,time.n.08,Value,en/p55/d0775,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
dollar.n.01,,Plur,,,dollar,NOUN,NNS,100,TPR,en/p55/d0775,,,,,,,100,,CD,,,,,Card,,,,,,,,,,,
time.n.08,,,,,,,,now,Quantity,en/p55/d0775,,,,,,,,,,,,,,,,,,,,,,,,,
comb.v.01,,,,,comb,VERB,VBD,time.n.08,Time,en/p55/d1645,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
comb.v.01,,,,,comb,VERB,VBD,finger.n.01,Instrument,en/p55/d1645,Past,Fin,,Plur,,,finger,NOUN,NNS,Ind,,,,,,,,,,,,,,,
comb.v.01,,,,,comb,VERB,VBD,entity.n.01,Agent,en/p55/d1645,Past,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,,
comb.v.01,,,,,comb,VERB,VBD,hair.n.01,Patient,en/p55/d1645,Past,Fin,,Sing,,,hair,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p55/d1645,,,,,,,,,,,,,,,,,,,,,,,,,
finger.n.01,,Plur,,,finger,NOUN,NNS,entity.n.01,PartOf,en/p55/d1645,,,,Sing,,,Mary,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Mary,PROPN,NNP,Mary,Name,en/p55/d1645,,,,,,,,,,,,,,,,,,,,,,,,,
hair.n.01,,Sing,,,hair,NOUN,NN,entity.n.01,PartOf,en/p55/d1645,,,,Sing,,,Mary,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Noble,PROPN,NNP,Noble,TPR,en/p55/d1393,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p55/d1393,,,,,,,,,,,,,,,,,,,,,,,,,
invent.v.01,,,,,invent,VERB,VB,what.n.01,Result,en/p55/d1393,,Inf,,,,Int,what,PRON,WP,,,,,,,,,,,,,,,,
invent.v.01,,,,,invent,VERB,VB,entity.n.01,Time,en/p55/d1393,,Inf,,Sing,,,Noble,PROPN,NNP,,,,,,,,,,,,,,,,
invent.v.01,,,,,invent,VERB,VB,time.n.08,Agent,en/p55/d1393,,Inf,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Role,en/p55/d3432,,,,,,,,,,,,,,,,,,,,,,,,,
arrest.v.01,,,,,arrest,VERB,VBN,time.n.08,Patient,en/p55/d3432,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
arrest.v.01,,,,,arrest,VERB,VBN,airport.n.01,Time,en/p55/d3432,Past,Part,,Sing,,,airport,NOUN,NN,,,,Pass,,,,,,,,,,,,
arrest.v.01,,,,,arrest,VERB,VBN,drug_smuggler.n.01,Location,en/p55/d3432,Past,Part,,Sing,,,smuggler,NOUN,NN,,,,Pass,,,,,,,,,,,,
poet.n.01,,Sing,,,poet,NOUN,NN,novelist.n.01,Theme,en/p55/d3378,,,,Sing,,,novelist,NOUN,NN,,,,,,,,,,,,,,,,
poet.n.01,,Sing,,,poet,NOUN,NN,time.n.08,Time,en/p55/d3378,,,,,,,,,,,,,,,,,,,,,,,,,
poet.n.01,,Sing,,,poet,NOUN,NN,person.n.01,Co-Theme,en/p55/d3378,,,Nom,Sing,3,Prs,she,PRON,PRP,,Fem,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d3378,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,3,Prs,she,PRON,PRP,speaker,Role,en/p55/d3378,,,,,,,,,,,,,,,,,,,,,Fem,,,,
entity.n.01,,Sing,,,Robin,PROPN,NNP,Robin,EQU,en/p55/d2807,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p55/d2807,,,,,,,,,,,,,,,,,,,,,,,,,
alive.a.01,,,,,alive,ADJ,JJ,entity.n.01,Time,en/p55/d2807,,,,Sing,,,Robin,PROPN,NNP,,,,,,,,,,Pos,,,,,,
alive.a.01,,,,,alive,ADJ,JJ,time.n.08,AttributeOf,en/p55/d2807,,,,,,,,,,,,,,,,,,,Pos,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p55/d2353,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d2353,,,,,,,,,,,,,,,,,,,,,,,,,
ironing_shirt.n.01,,Plur,,,shirt,NOUN,NNS,entity.n.01,Agent,en/p55/d2353,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
ironing_shirt.n.01,,Plur,,,shirt,NOUN,NNS,time.n.08,Time,en/p55/d2353,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d3138,,,,,,,,,,,,,,,,,,,,,,,,,
complete.a.01,,,,,complete,ADJ,JJ,tea_set.n.01,AttributeOf,en/p55/d3138,,,,Sing,,,set,NOUN,NN,,,,,,,,,,Pos,,,,,,
complete.a.01,,,,,complete,ADJ,JJ,time.n.08,Time,en/p55/d3138,,,,,,,,,,,,,,,,,,,Pos,,,,,,
time.n.08,,,,,,,,now,Name,en/p55/d1463,,,,,,,,,,,,,,,,,,,,,,,,,
make.v.01,,,,,make,VERB,VBD,time.n.08,Agent,en/p55/d1463,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
make.v.01,,,,,make,VERB,VBD,entity.n.01,Time,en/p55/d1463,Past,Fin,,Sing,,,Susan,PROPN,NNP,Ind,,,,,,,,,,,,,,,
make.v.01,,,,,make,VERB,VBD,dress.n.01,Product,en/p55/d1463,Past,Fin,,Sing,,,dress,NOUN,NN,Ind,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Susan,PROPN,NNP,Susan,TPR,en/p55/d1463,,,,,,,,,,,,,,,,,,,,,,,,,
dress.n.01,,Sing,,,dress,NOUN,NN,entity.n.01,Beneficiary,en/p55/d1463,,,,Sing,,,Jill,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Jill,PROPN,NNP,Jill,Name,en/p55/d1463,,,,,,,,,,,,,,,,,,,,,,,,,
howl.v.01,,Sing,3,,howl,VERB,VBD,wind.n.01,Theme,en/p55/d2359,Past,Fin,,Sing,,,wind,NOUN,NN,Ind,,,,,,,,,,,,,,,
howl.v.01,,Sing,3,,howl,VERB,VBD,time.n.08,Time,en/p55/d2359,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p55/d2359,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d1776,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p55/d1776,,,,,,,,,,,,,,,,,,,,,,,,,
love.n.01,,Sing,,,love,NOUN,NN,time.n.08,Experiencer,en/p55/d1776,,,,,,,,,,,,,,,,,,,,,,,,,
love.n.01,,Sing,,,love,NOUN,NN,person.n.01,Time,en/p55/d1776,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
love.n.01,,Sing,,,love,NOUN,NN,wife.n.01,Stimulus,en/p55/d1776,,,,Sing,,,wife,NOUN,NN,,,,,,,,,,,,,,,,
wife.n.01,,Sing,,,wife,NOUN,NN,entity.n.01,Role,en/p55/d1776,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Of,en/p55/d1776,,,,,,,,,,,,,,,,,,,,,,,,,
muiriel.n.01,,Sing,,,Muiriel,PROPN,NNP,password.n.01,Theme,en/p55/d0766,,,,Sing,,,password,NOUN,NN,,,,,,,,,,,,,,,,
muiriel.n.01,,Sing,,,Muiriel,PROPN,NNP,time.n.08,Co-Theme,en/p55/d0766,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p55/d0766,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,,,,Int,who,PRON,WP,speaker,Name,en/p55/d1384,,,,,,,,,,,,,,,,,,,,,,,,,
make.v.01,,Sing,3,,make,VERB,VBZ,person.n.01,Agent,en/p55/d1384,Pres,Fin,,,,Int,who,PRON,WP,Ind,,,,,,,,,,,,,,,
make.v.01,,Sing,3,,make,VERB,VBZ,time.n.08,Time,en/p55/d1384,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
