from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,deprel,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,from_node_Voice,from_node_NumType,from_node_Degree,to_node_Degree,to_node_Poss,to_node_NumType,to_node_Tense,to_node_VerbForm,from_node_Gender,from_node_Poss,to_node_Mood,to_node_Voice,to_node_Foreign
paraplegic.a.01,,,,,paraplegic,ADJ,JJ,time.n.08,,Time,en/p70/d2281,,,,,,,,,,,,,,Pos,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p70/d0889,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p70/d0889,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p70/d1510,,,,,,,,,,,,,,,,,,,,,,,,
bored.a.01,,,,,bored,ADJ,JJ,time.n.08,,Time,en/p70/d1510,,,,,,,,,,,,,,Pos,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p70/d2294,,,,,,,,,,,,,,,,,,,,,,,,
take.v.09,,,,,take,VERB,VB,trip.n.01,nsubj,Theme,en/p70/d2958,,Inf,,Sing,,,trip,NOUN,NN,,,,,,,,,,,,,,,
take.v.09,,,,,take,VERB,VB,time.n.08,,Time,en/p70/d2958,,Inf,,,,,,,,,,,,,,,,,,,,,,
five.n.01,,,,,five,NUM,CD,approximately.r.01,advmod,APX,en/p70/d2958,,,,,,,approximately,ADV,RB,,,,Card,,,,,,,,,,,
hour.n.01,,Plur,,,hour,NOUN,NNS,five.n.01,nummod,Quantity,en/p70/d2958,,,,,,,five,NUM,CD,,,,,,,,Card,,,,,,,
uncle.n.01,,Sing,,,uncle,NOUN,NN,time.n.08,,Time,en/p70/d2783,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p70/d2783,,,,,,,,,,,,,,,,,,,,,,,,
deny.v.05,,,,,deny,VERB,VBD,female.n.02,nsubj,Agent,en/p70/d2854,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
deny.v.05,,,,,deny,VERB,VBD,time.n.08,,Time,en/p70/d2854,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
deny.v.05,,,,,deny,VERB,VBD,accusation.n.01,obj,Theme,en/p70/d2854,Past,Fin,,Sing,,,accusation,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p70/d2854,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p70/d3485,,,,,,,,,,,,,,,,,,,,,,,,
go.v.01,,,,,go,VERB,VBG,train.n.01,nsubj,Theme,en/p70/d3485,Pres,Part,,Sing,,,train,NOUN,NN,,,,,,,,,,,,,,,
go.v.01,,,,,go,VERB,VBG,time.n.08,,Time,en/p70/d3485,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Niigata,PROPN,NNP,Niigata,,Name,en/p70/d3485,,,,,,,,,,,,,,,,,,,,,,,,
rattle.v.01,,Sing,,,rattle,VERB,VBD,time.n.08,,Time,en/p70/d1548,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
rattle.v.01,,Sing,,,rattle,VERB,VBD,shutter.n.01,obj,Theme,en/p70/d1548,Past,Fin,,Plur,,,shutter,NOUN,NNS,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p70/d1548,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p70/d2948,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p70/d2948,,,,,,,,,,,,,,,,,,,,,,,,
park.n.02,,,,,park,VERB,VBG,female.n.02,nsubj,Agent,en/p70/d2948,Pres,Part,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
park.n.02,,,,,park,VERB,VBG,time.n.08,,Time,en/p70/d2948,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
park.n.02,,,,,park,VERB,VBG,car.n.01,obj,Theme,en/p70/d2948,Pres,Part,,Sing,,,car,NOUN,NN,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p70/d1436,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Kong,PROPN,NNP,person.n.01,nsubj,Theme,en/p70/d1436,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Kong,PROPN,NNP,time.n.08,,Time,en/p70/d1436,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p70/d1436,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p70/d1872,,,,,,,,,,,,,,,,,,,,,,,,
sit.v.01,,,,,sit,VERB,VBG,time.n.08,,Time,en/p70/d1872,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
king.n.01,,Sing,,,king,NOUN,NN,female.n.02,nmod,Time,en/p70/d0764,,,,Sing,,,Italy,PROPN,NNP,,,,,,,,,,,,,,,
attack.v.04,,,,,attack,VERB,VBD,time.n.08,,Time,en/p84/d2232,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d2232,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Vicksburg,PROPN,NNP,Vicksburg,,Name,en/p84/d2232,,,,,,,,,,,,,,,,,,,,,,,,
much.a.01,,,,,much,ADJ,JJ,time.n.08,,Time,en/p84/d0799,,,,,,,,,,,,,,Pos,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d0799,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d1388,,,,,,,,,,,,,,,,,,,,,,,,
what.n.01,,,,Int,what,PRON,WP,name.n.01,nsubj,Co-Theme,en/p84/d1388,,,,Sing,,,name,NOUN,NN,,,,,,,,,,,,,,,
female.n.02,,Plur,,,Island,PROPN,NNPS,Islands,,Name,en/p84/d1388,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Occhetto,PROPN,NNP,Occhetto,,Name,en/p84/d1390,,,,,,,,,,,,,,,,,,,,,,,,
lead.v.07,,,,,lead,VERB,VB,time.n.08,,Time,en/p84/d1390,,Inf,,,,,,,,,,,,,,,,,,,,,,
lead.v.07,,,,,lead,VERB,VB,female.n.02,nsubj,Agent,en/p84/d1390,,Inf,,Sing,,,Occhetto,PROPN,NNP,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Laura,PROPN,NNP,Laura,,Name,en/p84/d1638,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d1638,,,,,,,,,,,,,,,,,,,,,,,,
watch.v.03,,,,,watch,VERB,VBG,female.n.02,nsubj,Agent,en/p84/d1638,Pres,Part,,Sing,,,Laura,PROPN,NNP,,,,,,,,,,,,,,,
watch.v.03,,,,,watch,VERB,VBG,time.n.08,,Time,en/p84/d1638,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
watch.v.03,,,,,watch,VERB,VBG,television_news.n.01,obj,Theme,en/p84/d1638,Pres,Part,,Sing,,,news,NOUN,NN,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,2,Prs,you,PRON,PRP,hearer,,EQU,en/p84/d2895,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d2895,,,,,,,,,,,,,,,,,,,,,,,,
bright.a.03,,,,,bright,ADJ,JJ,person.n.01,nsubj,AttributeOf,en/p84/d2895,,,Nom,Sing,2,Prs,you,PRON,PRP,,,,,Pos,,,,,,,,,,
bright.a.03,,,,,bright,ADJ,JJ,time.n.08,,Time,en/p84/d2895,,,,,,,,,,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,Brian,PROPN,NNP,Brian,,Name,en/p84/d0784,,,,,,,,,,,,,,,,,,,,,,,,
take.v.09,,,,,take,VERB,VBD,female.n.02,nsubj,Agent,en/p84/d0784,Past,Fin,,Sing,,,Brian,PROPN,NNP,Ind,,,,,,,,,,,,,,
take.v.09,,,,,take,VERB,VBD,time.n.08,,Time,en/p84/d0784,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
take.v.09,,,,,take,VERB,VBD,rose.n.01,obj,Theme,en/p84/d0784,Past,Fin,,Plur,,,rose,NOUN,NNS,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d0784,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p84/d2005,,,,,,,,,,,,,,,,,,,,,,,,
smile.v.01,,,,,smile,VERB,VBD,female.n.02,nsubj,Agent,en/p84/d2005,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
smile.v.01,,,,,smile,VERB,VBD,time.n.08,,Time,en/p84/d2005,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d2005,,,,,,,,,,,,,,,,,,,,,,,,
excruciating.a.01,,,,,excruciating,ADJ,JJ,pain.n.01,nsubj,AttributeOf,en/p84/d3515,,,,Sing,,,pain,NOUN,NN,,,,,Pos,,,,,,,,,,
excruciating.a.01,,,,,excruciating,ADJ,JJ,time.n.08,,Time,en/p84/d3515,,,,,,,,,,,,,,Pos,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p84/d2664,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d2664,,,,,,,,,,,,,,,,,,,,,,,,
bad.a.01,,,,,bad,ADJ,JJ,person.n.01,nsubj,AttributeOf,en/p84/d2664,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,Pos,,,,,,,,,,
bad.a.01,,,,,bad,ADJ,JJ,time.n.08,,Time,en/p84/d2664,,,,,,,,,,,,,,Pos,,,,,,,,,,
bad.a.01,,,,,bad,ADJ,JJ,so.r.01,advmod,Degree,en/p84/d2664,,,,,,,so,ADV,RB,,,,,Pos,,,,,,,,,,
hide.v.02,,,,,hide,VERB,VBD,time.n.08,,Time,en/p84/d2423,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d2423,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p84/d1589,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d1589,,,,,,,,,,,,,,,,,,,,,,,,
capture.v.03,,,,,capture,VERB,VBN,time.n.08,,Time,en/p84/d1589,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
female.n.02,,Sing,,,Mary,PROPN,NNP,Mary,,Name,en/p84/d2020,,,,,,,,,,,,,,,,,,,,,,,,
slap.v.01,,,,,slap,VERB,VBD,female.n.02,nsubj,Agent,en/p84/d2020,Past,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,
slap.v.01,,,,,slap,VERB,VBD,time.n.08,,Time,en/p84/d2020,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d2020,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Acc,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p84/d2020,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Anna,PROPN,NNP,Anna,,Name,en/p84/d2927,,,,,,,,,,,,,,,,,,,,,,,,
love.v.01,,Sing,3,,love,VERB,VBZ,time.n.08,,Time,en/p84/d2927,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d2927,,,,,,,,,,,,,,,,,,,,,,,,
executive.n.01,,Sing,,,executive,NOUN,NN,female.n.02,nmod,Time,en/p84/d0712,,,,Sing,,,Sirius,PROPN,NNP,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p84/d3470,,,,,,,,,,,,,,,,,,,,,,,,
poke.v.03,,,,,poke,VERB,VBD,female.n.02,nsubj,Agent,en/p84/d3470,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
poke.v.03,,,,,poke,VERB,VBD,time.n.08,,Time,en/p84/d3470,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d3470,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Stuttgart,PROPN,NNP,Stuttgart,,Name,en/p84/d1251,,,,,,,,,,,,,,,,,,,,,,,,
sentence.v.01,,,,,sentence,VERB,VBN,time.n.08,,Time,en/p84/d1251,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p84/d2626,,,,,,,,,,,,,,,,,,,,,,,,
sit_down.v.01,,,,,sit,VERB,VBD,female.n.02,nsubj,Agent,en/p84/d2626,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
sit_down.v.01,,,,,sit,VERB,VBD,time.n.08,,Time,en/p84/d2626,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d2626,,,,,,,,,,,,,,,,,,,,,,,,
load.v.01,,,,,load,VERB,VBN,time.n.08,,Time,en/p84/d1463,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
fall.v.01,,,,,fall,VERB,VBD,apple.n.01,nsubj,Theme,en/p84/d2398,Past,Fin,,Sing,,,apple,NOUN,NN,Ind,,,,,,,,,,,,,,
fall.v.01,,,,,fall,VERB,VBD,time.n.08,,Time,en/p84/d2398,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d2398,,,,,,,,,,,,,,,,,,,,,,,,
translate.v.01,,,,,translate,VERB,VBD,who.n.01,nsubj,Agent,en/p84/d1767,Past,Fin,,,,Int,who,PRON,WP,Ind,,,,,,,,,,,,,,
translate.v.01,,,,,translate,VERB,VBD,time.n.08,,Time,en/p84/d1767,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d1767,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Charles,PROPN,NNP,Charles,,Name,en/p84/d1389,,,,,,,,,,,,,,,,,,,,,,,,
die.v.01,,,,,die,VERB,VB,how.r.01,advmod,Manner,en/p84/d1389,,Inf,,,,Int,how,ADV,WRB,,,,,,,,,,,,,,,
die.v.01,,,,,die,VERB,VB,time.n.08,,Time,en/p84/d1389,,Inf,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d1773,,,,,,,,,,,,,,,,,,,,,,,,
funny.a.01,,,,,funny,ADJ,JJ,person.n.01,nsubj,AttributeOf,en/p84/d1773,,,Nom,Sing,3,Prs,it,PRON,PRP,,Neut,,,Pos,,,,,,,,,,
funny.a.01,,,,,funny,ADJ,JJ,time.n.08,,Time,en/p84/d1773,,,,,,,,,,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p84/d2494,,,,,,,,,,,,,,,,,,,,,,,,
stretch_out.v.03,,,,,stretch,VERB,VBD,female.n.02,nsubj,Agent,en/p84/d2494,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
stretch_out.v.03,,,,,stretch,VERB,VBD,time.n.08,,Time,en/p84/d2494,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
stretch_out.v.03,,,,,stretch,VERB,VBD,leg.n.01,obj,Theme,en/p84/d2494,Past,Fin,,Plur,,,leg,NOUN,NNS,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p84/d2494,,,,,,,,,,,,,,,,,,,,,,,,
abound.v.01,,,,,abound,VERB,VBP,Fish.n.01,nsubj,Theme,en/p84/d1796,Pres,Fin,,Plur,,,Fish,NOUN,NNS,Ind,,,,,,,,,,,,,,
abound.v.01,,,,,abound,VERB,VBP,time.n.08,,Time,en/p84/d1796,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d1796,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Kelly,PROPN,NNP,Kelly,,Name,en/p84/d3109,,,,,,,,,,,,,,,,,,,,,,,,
appear.v.02,,,,,appear,VERB,VB,time.n.08,,Time,en/p84/d3109,,Inf,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p84/d3151,,,,,,,,,,,,,,,,,,,,,,,,
order.v.02,,,,,order,VERB,VB,person.n.01,nsubj,Agent,en/p84/d3151,,Inf,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
order.v.02,,,,,order,VERB,VB,time.n.08,,Time,en/p84/d3151,,Inf,,,,,,,,,,,,,,,,,,,,,,
order.v.02,,,,,order,VERB,VB,food.n.02,obj,Theme,en/p84/d3151,,Inf,,Sing,,,food,NOUN,NN,,,,,,,,,,,,,,,
beg.v.01,,,,,beg,VERB,VBD,person.n.01,obj,Time,en/p84/d2401,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d2758,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p84/d2758,,,,,,,,,,,,,,,,,,,,,,,,
drive.v.01,,,,,drive,VERB,VB,kind.n.01,obj,Theme,en/p84/d2758,,Inf,,Sing,,,kind,NOUN,NN,,,,,,,,,,,,,,,
drive.v.01,,,,,drive,VERB,VB,time.n.08,,Time,en/p84/d2758,,Inf,,,,,,,,,,,,,,,,,,,,,,
drive.v.01,,,,,drive,VERB,VB,female.n.02,nsubj,Agent,en/p84/d2758,,Inf,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p84/d2412,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p84/d2412,,,,,,,,,,,,,,,,,,,,,,,,
fashion.n.03,,Sing,,,fashion,NOUN,NN,time.n.08,,Time,en/p84/d2412,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p25/d1720,,,,,,,,,,,,,,,,,,,,,,,,
irone.v.01,,,,,irone,VERB,VBD,female.n.02,nsubj,Agent,en/p25/d1720,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
irone.v.01,,,,,irone,VERB,VBD,time.n.08,,Time,en/p25/d1720,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p25/d1720,,,,,,,,,,,,,,,,,,,,,,,,
shirt.n.01,,Sing,,,shirt,NOUN,NN,female.n.02,,User,en/p25/d1720,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
full.a.01,,,,,full,ADJ,JJ,restaurant.n.01,nsubj,AttributeOf,en/p25/d2934,,,,Sing,,,restaurant,NOUN,NN,,,,,Pos,,,,,,,,,,
full.a.01,,,,,full,ADJ,JJ,time.n.08,,Time,en/p25/d2934,,,,,,,,,,,,,,Pos,,,,,,,,,,
make.v.06,,,,,make,VERB,VBN,time.n.08,,Time,en/p25/d2324,Past,Part,,,,,,,,,,,,,,,,,,,,,,
who.n.01,,,,Int,who,PRON,WP,female.n.02,nsubj,Co-Theme,en/p25/d1395,,,,Sing,,,Sharpton,PROPN,NNP,,,,,,,,,,,,,,,
who.n.01,,,,Int,who,PRON,WP,time.n.08,,Time,en/p25/d1395,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p25/d1395,,,,,,,,,,,,,,,,,,,,,,,,
shoot.v.01,,,,,shoot,VERB,VBD,male.n.02,nsubj,Agent,en/p25/d3394,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,
shoot.v.01,,,,,shoot,VERB,VBD,person.n.01,obl,Time,en/p25/d3394,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
kill.v.01,,,,,kill,VERB,VBN,female.n.02,nsubj:pass,Time,en/p25/d3091,Past,Part,,Plur,,,American,PROPN,NNPS,,,Pass,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p25/d3121,,,,,,,,,,,,,,,,,,,,,,,,
fashion.n.03,,Sing,,,fashion,NOUN,NN,time.n.08,,Time,en/p25/d3121,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p25/d3299,,,,,,,,,,,,,,,,,,,,,,,,
beg.v.01,,,,,beg,VERB,VBD,female.n.02,nsubj,Agent,en/p25/d3299,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
beg.v.01,,,,,beg,VERB,VBD,time.n.08,,Time,en/p25/d3299,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p25/d3299,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p25/d1391,,,,,,,,,,,,,,,,,,,,,,,,
name.v.01,,,,,name,VERB,VB,philosopher.n.01,obj,Theme,en/p25/d1391,,Fin,,Sing,,,philosopher,NOUN,NN,Imp,,,,,,,,,,,,,,
female.n.02,,Sing,,,Daniel,PROPN,NNP,Daniel,,Name,en/p25/d2748,,,,,,,,,,,,,,,,,,,,,,,,
thank.v.01,,Sing,3,,thank,VERB,VBD,female.n.02,nsubj,Agent,en/p25/d2748,Past,Fin,,Sing,,,Daniel,PROPN,NNP,Ind,,,,,,,,,,,,,,
thank.v.01,,Sing,3,,thank,VERB,VBD,time.n.08,,Time,en/p25/d2748,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
thank.v.01,,Sing,3,,thank,VERB,VBD,policeman.n.01,obj,Theme,en/p25/d2748,Past,Fin,,Plur,,,policeman,NOUN,NNS,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p25/d2748,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p25/d2081,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p25/d2081,,,,,,,,,,,,,,,,,,,,,,,,
drink.v.01,,,,,drink,VERB,VBG,female.n.02,nsubj,Agent,en/p25/d2081,Pres,Part,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
drink.v.01,,,,,drink,VERB,VBG,time.n.08,,Time,en/p25/d2081,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p25/d1986,,,,,,,,,,,,,,,,,,,,,,,,
glance.v.01,,,,,glance,VERB,VBD,person.n.01,nsubj,Agent,en/p25/d1986,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
glance.v.01,,,,,glance,VERB,VBD,time.n.08,,Time,en/p25/d1986,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
glance.v.01,,,,,glance,VERB,VBD,letter.n.01,obl,Theme,en/p25/d1986,Past,Fin,,Sing,,,letter,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p25/d1986,,,,,,,,,,,,,,,,,,,,,,,,
play.v.01,,,,,play,VERB,VBG,time.n.08,,Time,en/p25/d2856,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
play.v.01,,,,,play,VERB,VBG,kind.n.01,obj,Theme,en/p25/d2856,Pres,Part,,Sing,,,kind,NOUN,NN,,,,,,,,,,,,,,,
play.v.01,,,,,play,VERB,VBG,person.n.01,nsubj,Agent,en/p25/d2856,Pres,Part,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p25/d2773,,,,,,,,,,,,,,,,,,,,,,,,
dance.v.02,,,,,dance,VERB,VBD,time.n.08,,Time,en/p25/d2773,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p25/d2773,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p25/d2372,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p25/d2372,,,,,,,,,,,,,,,,,,,,,,,,
need.v.01,,,,,need,VERB,VB,money.n.01,obj,Theme,en/p25/d2372,,Inf,,Sing,,,money,NOUN,NN,,,,,,,,,,,,,,,
use.v.01,,Sing,3,,use,VERB,VBD,female.n.02,nsubj,Agent,en/p25/d2468,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
use.v.01,,Sing,3,,use,VERB,VBD,time.n.08,,Time,en/p25/d2468,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
use.v.01,,Sing,3,,use,VERB,VBD,zoom_lens.n.01,obj,Theme,en/p25/d2468,Past,Fin,,Sing,,,lens,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p25/d2468,,,,,,,,,,,,,,,,,,,,,,,,
kind.n.01,,Sing,,,kind,NOUN,NN,time.n.08,,Time,en/p25/d1879,,,,,,,,,,,,,,,,,,,,,,,,
kind.n.01,,Sing,,,kind,NOUN,NN,that.n.01,nsubj,Theme,en/p25/d1879,,,,Sing,,Dem,that,PRON,DT,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p25/d1879,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p25/d2152,,,,,,,,,,,,,,,,,,,,,,,,
change.v.02,,,,,change,VERB,VB,time.n.08,,Time,en/p25/d2152,,Inf,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p25/d2901,,,,,,,,,,,,,,,,,,,,,,,,
beat.v.01,,,,,beat,VERB,VBD,female.n.02,nsubj,Agent,en/p25/d2901,Pres,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
beat.v.01,,,,,beat,VERB,VBD,time.n.08,,Time,en/p25/d2901,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
beat.v.01,,,,,beat,VERB,VBD,chess.n.02,obl,Theme,en/p25/d2901,Pres,Fin,,Sing,,,chess,NOUN,NN,Ind,,,,,,,,,,,,,,
person.n.01,Acc,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p25/d2901,,,,,,,,,,,,,,,,,,,,,,,,
