from_node_token,from_node_Mood,from_node_Number,from_node_Person,from_node_Tense,from_node_VerbForm,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,to_node_Case,to_node_Gender,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,deprel,label,doc_id,from_node_Case,from_node_PronType,from_node_Reflex,from_node_NumType,from_node_Gender,to_node_NumType,to_node_Definite,to_node_Polarity
schnurren.v.01,Ind,Plur,3,Pres,Fin,schnurren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p85/d3062,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p85/d3062,,,,,,,,
trenken.v.01,Ind,Sing,3,Past,Fin,trenken,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p85/d0915,,,,,,,,
trenken.v.01,Ind,Sing,3,Past,Fin,trenken,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p85/d0915,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p85/d0915,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p93/d3060,,,,,,,,
klopfen.v.01,Ind,Sing,3,Pres,Fin,klopfen,VERB,VVFIN,jemand.n.01,Nom,,Sing,,Ind,jemand,PRON,PIS,nsubj,Agent,de/p93/d1426,,,,,,,Ind,
klopfen.v.01,Ind,Sing,3,Pres,Fin,klopfen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p93/d1426,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p93/d1426,,,,,,,,
rasen_entlang.v.01,Ind,Sing,3,Past,Fin,rasen,VERB,VVFIN,Lastwagen.n.01,Nom,Masc,Sing,,,Lastwagen,NOUN,NN,nsubj,Theme,de/p93/d1736,,,,,,,,
rasen_entlang.v.01,Ind,Sing,3,Past,Fin,rasen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p93/d1736,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p93/d1736,,,,,,,,
haben.v.01,Ind,Sing,3,Pres,Fin,haben,VERB,VAFIN,time.n.08,,,,,,,,,,Time,de/p93/d0913,,,,,,,,
haben.v.01,Ind,Sing,3,Pres,Fin,haben,VERB,VAFIN,Buch.n.01,Acc,Neut,Plur,,,Buch,NOUN,NN,obj,Theme,de/p93/d0913,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p93/d0913,,,,,,,,
zweitausend.n.01,,,,,,zweitausend,NUM,CARD,ungefähr.r.01,,,,,,ungefähr,ADV,ADV,advmod,APX,de/p93/d0913,,,,Card,,,,
Buch.n.01,,Plur,,,,Buch,NOUN,NN,zweitausend.n.01,,,,,,zweitausend,NUM,CARD,nummod,Quantity,de/p93/d0913,Acc,,,,Neut,Card,,
starren_an.v.01,Ind,Sing,1,Past,Fin,starren,VERB,VVFIN,Mann.n.01,Acc,Masc,Sing,,,Mann,NOUN,NN,obj,Theme,de/p93/d1524,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p93/d3548,,,,,,,,
alt.a.01,,,,,,alt,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p93/d3548,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p93/d1735,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p93/d1735,Nom,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p93/d1430,,,,,,,,
nennen.v.01,,,,,Part,nennen,VERB,VVPP,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p93/d1430,,,,,,,,
nennen.v.01,,,,,Part,nennen,VERB,VVPP,female.n.02,Nom,Masc,Sing,,,Charles,PROPN,NE,obj,Time,de/p93/d1430,,,,,,,,
ermorden.v.01,,,,,Part,ermorden,VERB,VVPP,female.n.02,Nom,Fem,Sing,,,Anna,PROPN,NE,nsubj:pass,Time,de/p93/d0762,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p93/d0887,Nom,Prs,,,,,,
person.n.01,,Sing,1,,,du,PRON,PPER,speaker,,,,,,,,,,EQU,de/p93/d0887,Dat,Prs,,,,,,
geben_ein.v.01,Ind,Sing,3,Past,Fin,geben,VERB,VVFIN,Paßwort.n.01,Acc,Neut,Sing,,,Paßwort,NOUN,NN,obj,Theme,de/p93/d2744,,,,,,,,
erschielen.v.01,Ind,Sing,3,Pres,Fin,erschielen,VERB,VVFIN,Feueralarm.n.01,Nom,Masc,Sing,,,Feueralarm,NOUN,NN,nsubj,Theme,de/p93/d2676,,,,,,,,
erschielen.v.01,Ind,Sing,3,Pres,Fin,erschielen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p93/d2676,,,,,,,,
leihen.v.01,Ind,Sing,3,Past,Fin,leihen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p93/d1504,,,,,,,,
leihen.v.01,Ind,Sing,3,Past,Fin,leihen,VERB,VVFIN,Dollar.n.01,Acc,Masc,Plur,,,Dollar,NOUN,NN,obj,Theme,de/p93/d1504,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p93/d1504,,,,,,,,
einstecken.v.01,,,,,Part,einstecken,VERB,VVPP,Münze.n.01,Acc,Fem,Sing,,,Münze,NOUN,NN,obj,Theme,de/p93/d3256,,,,,,,,
winnen.v.01,Ind,Sing,3,Pres,Fin,winnen,VERB,VVFIN,jed.n.01,Nom,Masc,Sing,,Ind,jed,PRON,PIS,nsubj,Agent,de/p93/d1717,,,,,,,Ind,
winnen.v.01,Ind,Sing,3,Pres,Fin,winnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p93/d1717,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p93/d1717,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p93/d0848,,,,,,,,
stolz.a.01,,,,,,stolz,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p93/d0848,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d2232,,,,,,,,
spielen.v.01,Ind,Sing,3,Pres,Fin,spielen,VERB,VVFIN,person.n.01,Nom,,Sing,2,Prs,du,PRON,PPER,nsubj,Agent,de/p13/d2232,,,,,,,,
person.n.01,,Sing,2,,,du,PRON,PPER,hearer,,,,,,,,,,EQU,de/p13/d2232,Nom,Prs,,,,,,
female.n.02,,Sing,,,,Steffi,PROPN,NE,Steffi,,,,,,,,,,Name,de/p13/d1260,Nom,,,,Fem,,,
schlagen.v.01,Ind,Sing,3,Past,Fin,schlagen,VERB,VVFIN,female.n.02,Nom,Fem,Sing,,,Steffi,PROPN,NE,nsubj,Agent,de/p13/d1260,,,,,,,,
female.n.02,,Sing,,,,Conchita,PROPN,NE,Conchita,,,,,,,,,,Name,de/p13/d1260,Acc,,,,Fem,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d2200,,,,,,,,
legal.a.01,,,,,,legal,ADJ,ADJD,Prostitution.n.01,Nom,Fem,Sing,,,Prostitution,NOUN,NN,nsubj,AttributeOf,de/p13/d2987,,,,,,,,
holen.v.01,,,,,Inf,holen,VERB,VVINF,Goldmedaille.n.01,Acc,Fem,Sing,,,Goldmedaille,NOUN,NN,obj,Theme,de/p13/d2606,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d1589,,,,,,,,
female.n.02,,Plur,,,,USA,PROPN,NE,USA,,,,,,,,,,Name,de/p13/d0713,Acc,,,,Masc,,,
schlagen.v.01,Ind,Sing,3,Pres,Fin,schlagen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p13/d0713,,,,,,,,
female.n.02,,Sing,,,,Kanada,PROPN,NE,Kanada,,,,,,,,,,Name,de/p13/d0713,Nom,,,,Neut,,,
female.n.02,,Sing,,,,Kairo,PROPN,NE,Kairo,,,,,,,,,,Name,de/p13/d1529,Dat,,,,Neut,,,
wohnen.v.01,Ind,Sing,3,Pres,Fin,wohnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p13/d1529,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d1529,,,,,,,,
female.n.02,,Sing,,,,Maria,PROPN,NE,Maria,,,,,,,,,,Name,de/p13/d1529,Nom,,,,Fem,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d2605,,,,,,,,
female.n.02,,Sing,,,,Missouri,PROPN,NE,Missouri,,,,,,,,,,Name,de/p13/d0712,Dat,,,,Neut,,,
grenzen.v.01,Ind,Sing,3,Pres,Fin,grenzen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p13/d0712,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d0712,,,,,,,,
female.n.02,,Sing,,,,Illinois,PROPN,NE,Illinois,,,,,,,,,,Name,de/p13/d0712,Nom,,,,Masc,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d1659,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p13/d1659,Nom,Prs,,,,,,
blöken.v.01,Ind,Sing,3,Pres,Fin,blöken,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p13/d1997,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d1997,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d2548,,,,,,,,
verschlingen.v.01,Ind,Sing,3,Past,Fin,verschlingen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p13/d1526,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p13/d1526,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d3356,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p13/d3356,Nom,Prs,,,,,,
Ausweis.n.01,,Sing,,,,Ausweis,NOUN,NN,gefälscht.a.01,Acc,Masc,Sing,,,gefälscht,ADJ,ADJA,amod,Attribute,de/p13/d2209,Acc,,,,Masc,,,
benutzen.v.01,,,,,Part,benutzen,VERB,VVPP,Ausweis.n.01,Acc,Masc,Sing,,,Ausweis,NOUN,NN,obj,Theme,de/p13/d2209,,,,,,,,
segnen.v.01,Ind,Sing,3,Past,Fin,segnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p13/d2721,,,,,,,,
segnen.v.01,Ind,Sing,3,Past,Fin,segnen,VERB,VVFIN,Priester.n.01,Nom,Masc,Sing,,,Priester,NOUN,NN,nsubj,Theme,de/p13/d2721,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p13/d2721,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d2016,,,,,,,,
offensichtlich.a.01,,,,,,offensichtlich,ADJ,ADJD,Antwort.n.01,Nom,Fem,Sing,,,Antwort,NOUN,NN,nsubj,AttributeOf,de/p13/d2016,,,,,,,,
offensichtlich.a.01,,,,,,offensichtlich,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p13/d2016,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p13/d1880,,,,,,,,
stockbetrunken.v.01,,,,,Inf,stockbetrunken,VERB,VVINF,time.n.08,,,,,,,,,,Time,de/p13/d1880,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p86/d3487,,,,,,,,
behindern.a.01,,,,,Part,behindern,ADJ,VVPP,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,AttributeOf,de/p86/d3487,,,,,,,,
behindern.a.01,,,,,Part,behindern,ADJ,VVPP,time.n.08,,,,,,,,,,Time,de/p86/d3487,,,,,,,,
tragen.v.01,Ind,Sing,3,Past,Fin,tragen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p86/d2973,,,,,,,,
tragen.v.01,Ind,Sing,3,Past,Fin,tragen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p86/d2973,,,,,,,,
tragen.v.01,Ind,Sing,3,Past,Fin,tragen,VERB,VVFIN,Krawatte.n.01,Acc,Fem,Sing,,,Krawatte,NOUN,NN,obj,Theme,de/p86/d2973,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p86/d2973,,,,,,,,
starren_an.v.01,Ind,Sing,3,Past,Fin,starren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p86/d3351,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p86/d3351,,,,,,,,
person.n.01,,Plur,1,,,wir,PRON,PPER,speaker,,,,,,,,,,EQU,de/p86/d3351,Acc,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p86/d1601,,,,,,,,
female.n.02,,Sing,,,,Maria,PROPN,NE,Maria,,,,,,,,,,Name,de/p86/d2906,Nom,,,,Fem,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p86/d2930,,,,,,,,
funktionieren.v.01,Ind,Sing,3,Pres,Fin,funktionieren,VERB,VVFIN,Fahrstuhl.n.01,Nom,Masc,Sing,,,Fahrstuhl,NOUN,NN,nsubj,Theme,de/p86/d3482,,,,,,,,
funktionieren.v.01,Ind,Sing,3,Pres,Fin,funktionieren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p86/d3482,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p86/d3482,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p86/d2287,,,,,,,,
köstlich.a.01,,,,,,köstlich,ADJ,ADJD,Kuchen.n.01,Nom,Masc,Sing,,,Kuchen,NOUN,NN,nsubj,AttributeOf,de/p86/d2287,,,,,,,,
köstlich.a.01,,,,,,köstlich,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p86/d2287,,,,,,,,
schütteln.v.01,Ind,Plur,1,Past,Fin,schütteln,VERB,VVFIN,Baum.n.01,Dat,Masc,Sing,,,Baum,NOUN,NN,obl,Theme,de/p86/d2382,,,,,,,,
female.n.02,,Sing,,,,BSN,PROPN,NE,BSN,,,,,,,,,,Name,de/p86/d0717,Nom,,,,Masc,,,
kaufen.v.01,,,,,Part,kaufen,VERB,VVPP,female.n.02,Nom,Masc,Sing,,,RJR,PROPN,NE,obj,Time,de/p86/d0717,,,,,,,,
fressen.v.01,,,,,Part,fressen,VERB,VVPP,female.n.02,Nom,Masc,Sing,,,Tom,PROPN,NE,nsubj:pass,Time,de/p86/d2159,,,,,,,,
ergreifen.v.01,Ind,Sing,3,Past,Fin,ergreifen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p86/d1783,,,,,,,,
ergreifen.v.01,Ind,Sing,3,Past,Fin,ergreifen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p86/d1783,,,,,,,,
ergreifen.v.01,Ind,Sing,3,Past,Fin,ergreifen,VERB,VVFIN,Arm.n.01,Acc,Masc,Sing,,,Arm,NOUN,NN,obj,Theme,de/p86/d1783,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p86/d1783,,,,,,,,
person.n.01,,Plur,1,,,wir,PRON,PPER,speaker,,,,,,,,,,EQU,de/p86/d2054,Dat,Prs,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p86/d2054,,,,,,,,
perfekt.a.01,,,,,,perfekt,ADJ,ADJD,niemand.n.01,Nom,,Sing,,Ind,niemand,PRON,PIS,nsubj,AttributeOf,de/p86/d2054,,,,,,,Ind,
perfekt.a.01,,,,,,perfekt,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p86/d2054,,,,,,,,
female.n.02,,Sing,,,,Deutschland,PROPN,NE,Deutschland,,,,,,,,,,Name,de/p86/d1871,Dat,,,,Neut,,,
aufwachsen.a.01,,,,,Part,aufwachsen,ADJ,VVPP,time.n.08,,,,,,,,,,Time,de/p86/d1871,,,,,,,,
gewinnen.v.01,Ind,Sing,3,Past,Fin,gewinnen,VERB,VVFIN,female.n.02,Nom,Fem,Sing,3,Prs,Sie|sie,PRON,PPER,nsubj,Agent,de/p86/d1566,,,,,,,,
gewinnen.v.01,Ind,Sing,3,Past,Fin,gewinnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p86/d1566,,,,,,,,
gewinnen.v.01,Ind,Sing,3,Past,Fin,gewinnen,VERB,VVFIN,Bronzemedaille.n.01,Acc,Fem,Sing,,,Bronzemedaille,NOUN,NN,obj,Theme,de/p86/d1566,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p86/d1566,,,,,,,,
massieren.v.01,Ind,Sing,3,Past,Fin,massieren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p86/d3485,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p86/d3485,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p86/d0904,,,,,,,,
bissig.a.01,,,,,,bissig,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p86/d0904,,,,,,,,
bissig.a.01,,,,,,bissig,ADJ,ADJD,Hund.n.01,Nom,Masc,Sing,,,Hund,NOUN,NN,nsubj,AttributeOf,de/p86/d0904,,,,,,,,
trenken.v.01,Ind,Sing,3,Past,Fin,trenken,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p86/d0915,,,,,,,,
trenken.v.01,Ind,Sing,3,Past,Fin,trenken,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p86/d0915,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p86/d0915,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p86/d1770,,,,,,,,
verstoßen.v.01,Ind,,,,Fin,verstoßen,VERB,VVINF,Gesetz.n.01,Acc,Neut,Sing,,,Gesetz,NOUN,NN,obl,Theme,de/p86/d1770,,,,,,,,
tragen.v.01,Ind,Sing,3,Past,Fin,tragen,VERB,VVFIN,Schutzhelm.n.01,Acc,Masc,Sing,,,Schutzhelm,NOUN,NN,obj,Theme,de/p27/d2568,,,,,,,,
taufen.v.01,,,,,Part,taufen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p27/d2932,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p27/d2709,,,,,,,,
lang.a.01,,,,,,lang,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p27/d2709,,,,,,,,
ermutigen.v.01,Ind,Sing,3,Past,Fin,ermutigen,VERB,VVFIN,niemand.n.01,Nom,,Sing,,Ind,niemand,PRON,PIS,nsubj,Agent,de/p27/d3237,,,,,,,Ind,
ermutigen.v.01,Ind,Sing,3,Past,Fin,ermutigen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p27/d3237,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p27/d3237,,,,,,,,
stattfinden.v.01,,,,,Inf,stattfinden,VERB,VVINF,Konferenz.n.01,Nom,Fem,Sing,,,Konferenz,NOUN,NN,nsubj:pass,Theme,de/p27/d1637,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p27/d1903,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p27/d2261,,,,,,,,
benutzen.v.01,Ind,Sing,1,Pres,Fin,benutzen,VERB,VVFIN,Geburtenkontrolle.n.01,Acc,Fem,Sing,,,Geburtenkontrolle,NOUN,NN,obj,Theme,de/p27/d2261,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p27/d2261,Nom,Prs,,,,,,
öffnen.v.01,Ind,Sing,3,Past,Fin,öffnen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p27/d2516,,,,,,,,
öffnen.v.01,Ind,Sing,3,Past,Fin,öffnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p27/d2516,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p27/d2516,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p27/d3021,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p27/d3021,Nom,Prs,,,,,,
female.n.02,,Sing,,,,Argentinien,PROPN,NE,Argentinien,,,,,,,,,,Name,de/p27/d0712,Dat,,,,Neut,,,
female.n.02,,Sing,,,,Leloir,PROPN,NE,Leloir,,,,,,,,,,Name,de/p27/d0712,Nom,,,,Masc,,,
gebären.v.01,,,,,Part,gebären,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p27/d0712,,,,,,,,
female.n.02,,Sing,,,,Ägypten,PROPN,NE,Ägypten,,,,,,,,,,Name,de/p27/d0760,Dat,,,,Neut,,,
female.n.02,,Sing,,,,El,PROPN,NE,El,,,,,,,,,,Name,de/p27/d0760,Nom,,,,Masc,,,
festnehmen.v.01,,,,,Part,festnehmen,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p27/d0760,,,,,,,,
bissen.v.01,Ind,Sing,3,Pres,Fin,bissen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p27/d1900,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p27/d3224,,,,,,,,
füllen.v.01,,,,,Part,füllen,VERB,VVPP,Wasser.n.01,Dat,Neut,Sing,,,Wasser,NOUN,NN,obl,Theme,de/p27/d3224,,,,,,,,
bestehen.v.01,Ind,Sing,3,Pres,Fin,bestehen,VERB,VVFIN,Fußballmannschaft.n.01,Nom,Fem,Sing,,,Fußballmannschaft,NOUN,NN,nsubj,Theme,de/p27/d2667,,,,,,,,
erwerben.v.01,Ind,Sing,3,Past,Fin,erwerben,VERB,VVFIN,Fabrik.n.01,Acc,Fem,Plur,,,Fabrik,NOUN,NN,obj,Theme,de/p27/d0766,,,,,,,,
female.n.02,,Sing,,,,Maria,PROPN,NE,Maria,,,,,,,,,,Name,de/p27/d1961,Acc,,,,Fem,,,
fressen.v.01,,,,,Part,fressen,VERB,VVPP,female.n.02,Acc,Masc,Sing,,,Tom,PROPN,NE,obj,Time,de/p17/d2266,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p17/d2878,,,,,,,,
tragen.v.01,Ind,Sing,3,Pres,Fin,tragen,VERB,VVFIN,Hosenträger.n.01,Acc,Masc,Plur,,,Hosenträger,NOUN,NN,obj,Theme,de/p17/d1425,,,,,,,,
enteren.v.01,Ind,Plur,3,Past,Fin,enteren,VERB,VVFIN,Schiff.n.01,Acc,Neut,Sing,,,Schiff,NOUN,NN,obj,Theme,de/p17/d2061,,,,,,,,
enteren.v.01,Ind,Plur,3,Past,Fin,enteren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p17/d2061,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p17/d2061,,,,,,,,
streicheln.v.01,Ind,Sing,3,Pres,Fin,streicheln,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p17/d1968,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p17/d1968,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p17/d2606,,,,,,,,
rot.a.01,,,,,,rot,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p17/d2606,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p17/d1887,,,,,,,,
glücklich.a.01,,,,,,glücklich,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p17/d1887,,,,,,,,
lieben.v.01,Ind,Sing,3,Pres,Fin,lieben,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p17/d3440,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p17/d3440,,,,,,,,
person.n.01,,Sing,1,,,du,PRON,PRF,speaker,,,,,,,,,,EQU,de/p17/d1476,Acc,Prs,,,,,,
gewinnen.v.01,Ind,Sing,3,Past,Fin,gewinnen,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p17/d1937,,,,,,,,
gewinnen.v.01,Ind,Sing,3,Past,Fin,gewinnen,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p17/d1937,,,,,,,,
gewinnen.v.01,Ind,Sing,3,Past,Fin,gewinnen,VERB,VVFIN,Goldmedaille.n.01,Acc,Fem,Sing,,,Goldmedaille,NOUN,NN,obj,Theme,de/p17/d1937,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,TPR,de/p17/d1937,,,,,,,,
manipulieren.v.01,Ind,Sing,3,Pres,Fin,manipulieren,VERB,VVFIN,male.n.02,Nom,Masc,Sing,3,Prs,er,PRON,PPER,nsubj,Agent,de/p17/d1450,,,,,,,,
manipulieren.v.01,Ind,Sing,3,Pres,Fin,manipulieren,VERB,VVFIN,time.n.08,,,,,,,,,,Time,de/p17/d1450,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p17/d1450,,,,,,,,
person.n.01,,Sing,1,,,du,PRON,PPER,speaker,,,,,,,,,,EQU,de/p17/d1450,Acc,Prs,,,,,,
haben.v.01,Ind,Sing,3,Pres,Fin,haben,VERB,VAFIN,time.n.08,,,,,,,,,,Time,de/p97/d3034,,,,,,,,
haben.v.01,Ind,Sing,3,Pres,Fin,haben,VERB,VAFIN,Mobiltelefon.n.01,Acc,Neut,Plur,,,Mobiltelefon,NOUN,NN,obj,Theme,de/p97/d3034,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p97/d3034,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p97/d1641,,,,,,,,
entfernt.a.01,,,,,,entfernt,ADJ,ADJD,Postamt.n.01,Nom,Neut,Sing,,,Postamt,NOUN,NN,nsubj,AttributeOf,de/p97/d1641,,,,,,,,
entfernt.a.01,,,,,,entfernt,ADJ,ADJD,time.n.08,,,,,,,,,,Time,de/p97/d1641,,,,,,,,
time.n.08,,,,,,,,,now,,,,,,,,,,EQU,de/p97/d2177,,,,,,,,
person.n.01,,Sing,1,,,ich,PRON,PPER,speaker,,,,,,,,,,EQU,de/p97/d2177,Nom,Prs,,,,,,
erschießen.v.01,,,,,Part,erschießen,VERB,VVPP,female.n.02,Nom,Masc,Sing,,,Steven,PROPN,NE,nsubj:pass,Time,de/p97/d0963,,,,,,,,
female.n.02,,Sing,,,,Hawaii,PROPN,NE,Hawaii,,,,,,,,,,Name,de/p97/d2127,Dat,,,,Neut,,,
kosten.v.01,Ind,Sing,3,Pres,Fin,kosten,VERB,VVFIN,Reise.n.01,Nom,Fem,Sing,,,Reise,NOUN,NN,nsubj,Theme,de/p97/d2127,,,,,,,,
female.n.02,,Sing,,,,Infogear,PROPN,NE,Infogear,,,,,,,,,,Name,de/p97/d0712,Dat,,,,Masc,,,
female.n.02,,Sing,,,,Cisco,PROPN,NE,Cisco,,,,,,,,,,Name,de/p97/d0712,Nom,,,,Masc,,,
erwerben.v.01,,,,,Part,erwerben,VERB,VVPP,time.n.08,,,,,,,,,,Time,de/p97/d0712,,,,,,,,
