from_node_token,to_node_token,deprel,label,doc_id,from_node_Number,from_node_lemma,from_node_upos,from_node_xpos,from_node_VerbForm,to_node_Gender,to_node_Number,to_node_lemma,to_node_upos,to_node_xpos,from_node_Gender,from_node_Tense,from_node_Mood,from_node_Person,from_node_PronType,to_node_PronType,to_node_Person,from_node_NumType,to_node_NumType
female.n.02,Mary,,Name,it/p67/d0917,,Mary,PROPN,SP,,,,,,,,,,,,,,,
puzza.n.01,time.n.08,,Time,it/p67/d2027,Sing,puzza,NOUN,S,,,,,,,Fem,,,,,,,,
time.n.08,now,,EQU,it/p67/d2027,,,,,,,,,,,,,,,,,,,
oca.n.01,time.n.08,,Time,it/p67/d1532,Sing,oca,NOUN,S,,,,,,,Fem,,,,,,,,
time.n.08,now,,EQU,it/p67/d1532,,,,,,,,,,,,,,,,,,,
svegliare.v.01,time.n.08,,Time,it/p19/d3289,Sing,svegliare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p19/d3289,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p19/d2434,,,,,,,,,,,,,,,,,,,
giallo.a.01,time.n.08,,Time,it/p19/d2434,Sing,giallo,ADJ,A,,,,,,,Fem,,,,,,,,
suonare.v.01,time.n.08,,Time,it/p19/d0838,,suonare,VERB,V,Ger,,,,,,,,,,,,,,
suonare.v.01,pianoforte.n.01,obj,Theme,it/p19/d0838,,suonare,VERB,V,Ger,Masc,Sing,pianoforte,NOUN,S,,,,,,,,,
female.n.02,Chabrol,,Name,it/p19/d0711,,Chabrol,PROPN,SP,,,,,,,,,,,,,,,
sposare.v.01,time.n.08,,Time,it/p19/d0711,Sing,sposare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p19/d0711,,,,,,,,,,,,,,,,,,,
female.n.02,Aurore,,Name,it/p19/d0711,,Aurore,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p19/d2117,,,,,,,,,,,,,,,,,,,
traballante.a.01,gamba.n.01,nsubj,AttributeOf,it/p19/d2117,Plur,traballante,ADJ,A,,Fem,Plur,gamba,NOUN,S,,,,,,,,,
traballante.a.01,time.n.08,,Time,it/p19/d2117,Plur,traballante,ADJ,A,,,,,,,,,,,,,,,
inventare.v.01,time.n.08,,Time,it/p19/d1382,Sing,inventare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p19/d1382,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p19/d2496,,,,,,,,,,,,,,,,,,,
chiudere.v.01,time.n.08,,Time,it/p19/d0918,Sing,chiudere,VERB,V,Part,,,,,,Fem,Past,,,,,,,
female.n.02,Tom,,Name,it/p19/d3087,,Tom,PROPN,SP,,,,,,,,,,,,,,,
disorientare.v.01,time.n.08,,Time,it/p19/d3087,Sing,disorientare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
female.n.02,Lady,,Name,it/p19/d0762,,Lady,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Henry,,Name,it/p19/d0712,,Henry,PROPN,SP,,,,,,,,,,,,,,,
fondare.v.01,female.n.02,nsubj,Agent,it/p19/d0712,Sing,fondare,VERB,V,Fin,,,Henry,PROPN,SP,,Past,Ind,3,,,,,
fondare.v.01,female.n.02,obj,Time,it/p19/d0712,Sing,fondare,VERB,V,Fin,,,Ford,PROPN,SP,,Past,Ind,3,,,,,
inventare.v.01,time.n.08,,Time,it/p19/d1631,Sing,inventare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p19/d1631,,,,,,,,,,,,,,,,,,,
piangere.v.01,time.n.08,,Time,it/p19/d0889,,piangere,VERB,V,Ger,,,,,,,,,,,,,,
female.n.02,Lisa,,Name,it/p19/d0874,,Lisa,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p19/d1450,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p19/d1450,,,,,,,,,,,,,,,,,,,
allergico.a.01,time.n.08,,Time,it/p19/d1450,Sing,allergico,ADJ,A,,,,,,,Masc,,,,,,,,
allergico.a.01,muffa.n.01,obl,Stimulus,it/p19/d1450,Sing,allergico,ADJ,A,,Fem,Sing,muffa,NOUN,S,Masc,,,,,,,,
esagerato.v.01,time.n.08,,Time,it/p19/d1872,Sing,esagerato,VERB,V,Part,,,,,,Fem,Past,,,,,,,
alto.a.01,torre.n.01,nsubj,AttributeOf,it/p19/d2569,Sing,alto,ADJ,A,,Fem,Sing,torre,NOUN,S,Fem,,,,,,,,
chi.n.01,time.n.08,,Time,it/p25/d1395,,chi,PRON,PQ,,,,,,,,,,,Int,,,,
time.n.08,now,,EQU,it/p25/d1395,,,,,,,,,,,,,,,,,,,
female.n.02,Al,,Name,it/p25/d1395,,Al,PROPN,SP,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p25/d3394,Sing,mi,PRON,PC,,,,,,,,,,1,Prs,,,,
sparare.v.01,male.n.02,nsubj,Agent,it/p25/d3394,Sing,sparare,VERB,V,Fin,Masc,Sing,lui,PRON,PE,,Past,Ind,3,,Prs,3,,
sparare.v.01,time.n.08,,Time,it/p25/d3394,Sing,sparare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p25/d3394,,,,,,,,,,,,,,,,,,,
fallire.v.01,time.n.08,,Time,it/p25/d2066,Sing,fallire,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p25/d2066,,,,,,,,,,,,,,,,,,,
female.n.02,Jane,,Name,it/p25/d2843,,Jane,PROPN,SP,,,,,,,,,,,,,,,
furioso.a.01,time.n.08,,Time,it/p25/d2843,Sing,furioso,ADJ,A,,,,,,,Fem,,,,,,,,
devastare.v.01,time.n.08,,Time,it/p25/d0713,Plur,devastare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p25/d0713,,,,,,,,,,,,,,,,,,,
female.n.02,Europa,,Name,it/p25/d0713,,Europa,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p25/d1835,,Tom,PROPN,SP,,,,,,,,,,,,,,,
salutare.v.01,female.n.02,nsubj,Agent,it/p25/d1835,Sing,salutare,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
salutare.v.01,time.n.08,,Time,it/p25/d1835,Sing,salutare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p25/d1835,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p25/d2456,,Tom,PROPN,SP,,,,,,,,,,,,,,,
chiudere.v.01,female.n.02,nsubj,Agent,it/p25/d2456,Sing,chiudere,VERB,V,Part,,,Tom,PROPN,SP,Masc,Past,,,,,,,
chiudere.v.01,time.n.08,,Time,it/p25/d2456,Sing,chiudere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p25/d2456,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p25/d1443,,,,,,,,,,,,,,,,,,,
sgranocchiare.v.01,time.n.08,,Time,it/p25/d1443,,sgranocchiare,VERB,V,Ger,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p26/d0815,,,,,,,,,,,,,,,,,,,
bianco.a.01,time.n.08,,Time,it/p26/d0815,Sing,bianco,ADJ,A,,,,,,,Masc,,,,,,,,
person.n.01,speaker,,EQU,it/p26/d2933,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
innamorare.v.01,time.n.08,,Time,it/p26/d2933,Sing,innamorare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
female.n.02,time.n.08,,Time,it/p26/d2599,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p26/d2671,,,,,,,,,,,,,,,,,,,
rosso.a.01,time.n.08,,Time,it/p26/d2671,Sing,rosso,ADJ,A,,,,,,,Fem,,,,,,,,
time.n.08,now,,EQU,it/p26/d2102,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p26/d2304,,Tom,PROPN,SP,,,,,,,,,,,,,,,
infelice.a.01,time.n.08,,Time,it/p26/d2304,Sing,infelice,ADJ,A,,,,,,,,,,,,,,,
infelice.a.01,molto.r.01,advmod,Degree,it/p26/d2304,Sing,infelice,ADJ,A,,,,molto,ADV,B,,,,,,,,,
mungere.v.01,time.n.08,,Time,it/p26/d1876,Sing,mungere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p26/d1876,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p26/d3525,,,,,,,,,,,,,,,,,,,
testardo.a.01,time.n.08,,Time,it/p26/d3525,Sing,testardo,ADJ,A,,,,,,,Fem,,,,,,,,
rovesciare.v.01,time.n.08,,Time,it/p26/d3087,Sing,rovesciare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p26/d3087,,,,,,,,,,,,,,,,,,,
female.n.02,Mary,,Name,it/p26/d1681,,Mary,PROPN,SP,,,,,,,,,,,,,,,
colpire.v.01,time.n.08,,Time,it/p26/d1681,Sing,colpire,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p26/d1681,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p26/d1681,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p26/d1904,,,,,,,,,,,,,,,,,,,
scrivere.v.01,time.n.08,,Time,it/p26/d1904,Sing,scrivere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
scrivere.v.01,female.n.02,obl:agent,Agent,it/p26/d1904,Sing,scrivere,VERB,V,Part,,,Taro,PROPN,SP,Masc,Past,,,,,,,
female.n.02,Taro,,Name,it/p26/d1904,,Taro,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p26/d1415,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p26/d1415,,,,,,,,,,,,,,,,,,,
rapire.v.01,time.n.08,,Time,it/p26/d1415,Sing,rapire,VERB,V,Part,,,,,,Masc,Past,,,,,,,
female.n.02,Nancy,,Name,it/p26/d0786,,Nancy,PROPN,SP,,,,,,,,,,,,,,,
avere.v.01,time.n.08,,Time,it/p26/d0786,Sing,avere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
avere.v.01,piano.n.01,obj,Theme,it/p26/d0786,Sing,avere,VERB,V,Fin,Masc,Sing,piano,NOUN,S,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p26/d0786,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p47/d3291,Sing,mi,PRON,PC,,,,,,,,,,1,Prs,,,,
annoiare.v.01,time.n.08,,Time,it/p47/d3291,Sing,annoiare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
mangiare.v.01,time.n.08,,Time,it/p47/d1854,Sing,mangiare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p47/d1854,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p47/d2671,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p47/d2671,,,,,,,,,,,,,,,,,,,
imparziale.a.01,female.n.02,nsubj,AttributeOf,it/p47/d2671,Sing,imparziale,ADJ,A,,,,Tom,PROPN,SP,,,,,,,,,
imparziale.a.01,time.n.08,,Time,it/p47/d2671,Sing,imparziale,ADJ,A,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p47/d1672,,Tom,PROPN,SP,,,,,,,,,,,,,,,
esitare.v.01,female.n.02,nsubj,Agent,it/p47/d1672,Sing,esitare,VERB,V,Fin,,,Tom,PROPN,SP,,Past,Ind,3,,,,,
esitare.v.01,time.n.08,,Time,it/p47/d1672,Sing,esitare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p47/d1672,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p47/d1671,,Tom,PROPN,SP,,,,,,,,,,,,,,,
comprendere.v.01,time.n.08,,Time,it/p47/d1671,Sing,comprendere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p47/d1671,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p47/d0852,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
time.n.08,now,,EQU,it/p47/d0852,,,,,,,,,,,,,,,,,,,
mancino.a.01,person.n.01,nsubj,AttributeOf,it/p47/d0852,Sing,mancino,ADJ,A,,,Sing,io,PRON,PE,Masc,,,,,Prs,1,,
mancino.a.01,time.n.08,,Time,it/p47/d0852,Sing,mancino,ADJ,A,,,,,,,Masc,,,,,,,,
casa.n.01,time.n.08,,Time,it/p55/d3418,Sing,casa,NOUN,S,,,,,,,Fem,,,,,,,,
female.n.02,classe.n.01,nmod,Agent,it/p55/d3335,,Giovannino,PROPN,SP,,Fem,Sing,classe,NOUN,S,,,,,,,,,
female.n.02,time.n.08,,Time,it/p55/d3335,,Giovannino,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p55/d3335,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p55/d1876,,Tom,PROPN,SP,,,,,,,,,,,,,,,
soffrire.v.01,time.n.08,,Time,it/p55/d1876,Sing,soffrire,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p55/d1876,,,,,,,,,,,,,,,,,,,
incontrare.v.01,time.n.08,,Time,it/p55/d0891,Sing,incontrare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p55/d0891,,,,,,,,,,,,,,,,,,,
inventare.v.01,time.n.08,,Time,it/p55/d1393,Sing,inventare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p55/d1393,,,,,,,,,,,,,,,,,,,
female.n.02,Robin,,Name,it/p55/d2807,,Robin,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p55/d2807,,,,,,,,,,,,,,,,,,,
vivo.a.01,female.n.02,nsubj,AttributeOf,it/p55/d2807,Sing,vivo,ADJ,A,,,,Robin,PROPN,SP,Masc,,,,,,,,
vivo.a.01,time.n.08,,Time,it/p55/d2807,Sing,vivo,ADJ,A,,,,,,,Masc,,,,,,,,
ululare.v.01,vento.n.01,nsubj,Theme,it/p55/d2359,Sing,ululare,VERB,V,Fin,Masc,Sing,vento,NOUN,S,,Imp,Ind,3,,,,,
ululare.v.01,time.n.08,,Time,it/p55/d2359,Sing,ululare,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p55/d2359,,,,,,,,,,,,,,,,,,,
produrre.v.01,time.n.08,,Time,it/p55/d1384,Sing,produrre,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p55/d1384,,,,,,,,,,,,,,,,,,,
appartenere.v.01,casa.n.01,nsubj,Theme,it/p55/d2220,Sing,appartenere,VERB,V,Fin,Fem,Sing,casa,NOUN,S,,Pres,Ind,3,,,,,
appartenere.v.01,person.n.01,obl,Time,it/p55/d2220,Sing,appartenere,VERB,V,Fin,,Sing,io,PRON,PE,,Pres,Ind,3,,Prs,1,,
person.n.01,speaker,,EQU,it/p55/d2220,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
time.n.08,now,,EQU,it/p55/d2220,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p55/d2358,,,,,,,,,,,,,,,,,,,
bravo.a.01,time.n.08,,Time,it/p55/d2358,Sing,bravo,ADJ,A,,,,,,,Masc,,,,,,,,
person.n.01,speaker,,EQU,it/p57/d2592,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
suonare.v.01,person.n.01,nsubj,Agent,it/p57/d2592,Sing,suonare,VERB,V,Fin,,Sing,io,PRON,PE,,Imp,Ind,1,,Prs,1,,
suonare.v.01,time.n.08,,Time,it/p57/d2592,Sing,suonare,VERB,V,Fin,,,,,,,Imp,Ind,1,,,,,
suonare.v.01,fisarmonica.n.01,obj,Theme,it/p57/d2592,Sing,suonare,VERB,V,Fin,Fem,Sing,fisarmonica,NOUN,S,,Imp,Ind,1,,,,,
time.n.08,now,,TPR,it/p57/d2592,,,,,,,,,,,,,,,,,,,
arrestare.v.01,female.n.02,nsubj:pass,Time,it/p57/d0762,Sing,arrestare,VERB,V,Part,,,Nick,PROPN,SP,Masc,Past,,,,,,,
arrestare.v.01,collasso.n.01,obl,Theme,it/p57/d0762,Sing,arrestare,VERB,V,Part,Masc,Sing,collasso,NOUN,S,Masc,Past,,,,,,,
female.n.02,Barings,,Name,it/p57/d0762,,Barings,PROPN,SP,,,,,,,,,,,,,,,
vincere.v.01,time.n.08,,Time,it/p57/d0760,Sing,vincere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p57/d0760,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p57/d1974,,,,,,,,,,,,,,,,,,,
verde.a.01,time.n.08,,Time,it/p57/d1974,Sing,verde,ADJ,A,,,,,,,,,,,,,,,
costare.v.01,computer.n.01,nsubj,Theme,it/p07/d1711,Sing,costare,VERB,V,Part,Masc,,computer,NOUN,S,Masc,Past,,,,,,,
fare.v.01,time.n.08,,Time,it/p07/d3402,Sing,fare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p07/d3402,,,,,,,,,,,,,,,,,,,
tagliare.v.01,time.n.08,,Time,it/p07/d2045,Sing,tagliare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p07/d2045,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p07/d3510,,Tom,PROPN,SP,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p07/d2187,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p07/d2187,,,,,,,,,,,,,,,,,,,
cucinare.v.01,female.n.02,nsubj,Agent,it/p07/d2187,,cucinare,VERB,V,Ger,,,Tom,PROPN,SP,,,,,,,,,
cucinare.v.01,time.n.08,,Time,it/p07/d2187,,cucinare,VERB,V,Ger,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p07/d0947,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
fumare.v.01,person.n.01,nsubj,Agent,it/p07/d0947,,fumare,VERB,V,Ger,,Sing,io,PRON,PE,,,,,,Prs,1,,
fumare.v.01,time.n.08,,Time,it/p07/d0947,,fumare,VERB,V,Ger,,,,,,,,,,,,,,
tacchino.n.01,time.n.08,,Time,it/p07/d1589,Sing,tacchino,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p07/d1589,,,,,,,,,,,,,,,,,,,
comprare.v.01,time.n.08,,Time,it/p07/d2789,Sing,comprare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
comprare.v.01,auto.n.01,obj,Theme,it/p07/d2789,Sing,comprare,VERB,V,Part,Fem,,auto,NOUN,S,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p07/d2789,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p07/d2524,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
time.n.08,now,,EQU,it/p07/d2524,,,,,,,,,,,,,,,,,,,
pigro.a.01,person.n.01,nsubj,AttributeOf,it/p07/d2524,Sing,pigro,ADJ,A,,,Sing,io,PRON,PE,Fem,,,,,Prs,1,,
pigro.a.01,time.n.08,,Time,it/p07/d2524,Sing,pigro,ADJ,A,,,,,,,Fem,,,,,,,,
pigro.a.01,davvero.r.01,advmod,Degree,it/p07/d2524,Sing,pigro,ADJ,A,,,,davvero,ADV,B,Fem,,,,,,,,
ballare.v.01,ragazzo.n.01,nsubj,Theme,it/p07/d2681,Plur,ballare,VERB,V,Fin,Masc,Plur,ragazzo,NOUN,S,,Imp,Ind,3,,,,,
ballare.v.01,time.n.08,,Time,it/p07/d2681,Plur,ballare,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p07/d2681,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p07/d3514,,,,,,,,,,,,,,,,,,,
person.n.01,speaker,,EQU,it/p07/d3391,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
guidare.v.01,person.n.01,nsubj,Agent,it/p07/d3391,Sing,guidare,VERB,V,Fin,,Sing,io,PRON,PE,,Pres,Ind,1,,Prs,1,,
guidare.v.01,time.n.08,,Time,it/p07/d3391,Sing,guidare,VERB,V,Fin,,,,,,,Pres,Ind,1,,,,,
guidare.v.01,decappottabile.n.01,obj,Theme,it/p07/d3391,Sing,guidare,VERB,V,Fin,Fem,Sing,decappottabile,NOUN,S,,Pres,Ind,1,,,,,
time.n.08,now,,EQU,it/p07/d3391,,,,,,,,,,,,,,,,,,,
tavolo.n.01,time.n.08,,Time,it/p07/d0914,Sing,tavolo,NOUN,S,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p07/d0914,,,,,,,,,,,,,,,,,,,
abbaiare.v.01,time.n.08,,Time,it/p07/d1990,Sing,abbaiare,VERB,V,Fin,,,,,,,Fut,Ind,3,,,,,
time.n.08,now,,TSU,it/p07/d1990,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p07/d3134,,Tom,PROPN,SP,,,,,,,,,,,,,,,
cantare.v.01,female.n.02,nsubj,Agent,it/p07/d3134,Sing,cantare,VERB,V,Fin,,,Tom,PROPN,SP,,Pres,Ind,3,,,,,
cantare.v.01,time.n.08,,Time,it/p07/d3134,Sing,cantare,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p07/d3134,,,,,,,,,,,,,,,,,,,
chiamare.v.01,nessuno.n.01,nsubj,Agent,it/p07/d2854,Sing,chiamare,VERB,V,Part,Masc,Sing,nessuno,PRON,PI,Masc,Past,,,,Ind,,,
chiamare.v.01,time.n.08,,Time,it/p07/d2854,Sing,chiamare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p07/d2854,,,,,,,,,,,,,,,,,,,
uccidere.v.01,time.n.08,,Time,it/p07/d3331,Sing,uccidere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p07/d3331,,,,,,,,,,,,,,,,,,,
sorrire.v.01,time.n.08,,Time,it/p07/d0904,Sing,sorrire,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p07/d0904,,,,,,,,,,,,,,,,,,,
rispondere.v.01,time.n.08,,Time,it/p07/d2024,Sing,rispondere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p07/d2024,,,,,,,,,,,,,,,,,,,
cantare.v.01,chi.n.01,nsubj,Agent,it/p05/d1395,Sing,cantare,VERB,V,Fin,,,chi,PRON,PQ,,Imp,Ind,3,,Int,,,
cantare.v.01,female.n.02,obj,Time,it/p05/d1395,Sing,cantare,VERB,V,Fin,,,Tennessee,PROPN,SP,,Imp,Ind,3,,,,,
bussare.v.01,time.n.08,,Time,it/p05/d3211,Sing,bussare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p05/d3211,,,,,,,,,,,,,,,,,,,
saltare.v.01,time.n.08,,Time,it/p05/d1726,Plur,saltare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p05/d1726,,,,,,,,,,,,,,,,,,,
time.n.08,now,,TPR,it/p05/d2678,,,,,,,,,,,,,,,,,,,
riscrivere.v.01,time.n.08,,Time,it/p05/d2678,Sing,riscrivere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
riverare.v.01,time.n.08,,Time,it/p05/d1932,Plur,riverare,VERB,V,Fin,,,,,,,Past,Ind,3,,,,,
time.n.08,now,,TPR,it/p05/d1932,,,,,,,,,,,,,,,,,,,
appartenere.v.01,racchetta.n.01,nsubj,Theme,it/p05/d2049,Sing,appartenere,VERB,V,Fin,Fem,Sing,racchetta,NOUN,S,,Pres,Ind,3,,,,,
appartenere.v.01,person.n.01,obl,Time,it/p05/d2049,Sing,appartenere,VERB,V,Fin,,Sing,io,PRON,PE,,Pres,Ind,3,,Prs,1,,
person.n.01,speaker,,EQU,it/p05/d2049,Sing,io,PRON,PE,,,,,,,,,,1,Prs,,,,
time.n.08,now,,EQU,it/p05/d2049,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p05/d3521,,,,,,,,,,,,,,,,,,,
enorme.a.01,time.n.08,,Time,it/p05/d3521,Sing,enorme,ADJ,A,,,,,,,,,,,,,,,
piacere.v.01,time.n.08,,Time,it/p05/d2805,Sing,piacere,VERB,V,Fin,,,,,,,Imp,Ind,3,,,,,
time.n.08,now,,TPR,it/p05/d2805,,,,,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p05/d3455,,,,,,,,,,,,,,,,,,,
bello.a.01,cane.n.01,nsubj,AttributeOf,it/p05/d3455,Sing,bello,ADJ,A,,Masc,Sing,cane,NOUN,S,Masc,,,,,,,,
bello.a.01,time.n.08,,Time,it/p05/d3455,Sing,bello,ADJ,A,,,,,,,Masc,,,,,,,,
female.n.02,Emily,,Name,it/p05/d1672,,Emily,PROPN,SP,,,,,,,,,,,,,,,
assetato.v.01,time.n.08,,Time,it/p05/d1672,Sing,assetato,VERB,V,Part,,,,,,Fem,Past,,,,,,,
raccomandare.v.01,time.n.08,,Time,it/p05/d1874,Sing,raccomandare,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p05/d1874,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p05/d1874,,Tom,PROPN,SP,,,,,,,,,,,,,,,
risolvere.v.01,time.n.08,,Time,it/p05/d0830,Sing,risolvere,VERB,V,Part,,,,,,Masc,Past,,,,,,,
time.n.08,now,,TPR,it/p05/d0830,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p05/d2168,,Tom,PROPN,SP,,,,,,,,,,,,,,,
calmo.a.01,time.n.08,,Time,it/p05/d2168,Sing,calmo,ADJ,A,,,,,,,Masc,,,,,,,,
calmo.a.01,molto.r.01,advmod,Degree,it/p05/d2168,Sing,calmo,ADJ,A,,,,molto,ADV,B,Masc,,,,,,,,
cinto.v.01,time.n.08,,Time,it/p05/d3110,Sing,cinto,VERB,V,Part,,,,,,Fem,Past,,,,,,,
fondere.v.01,time.n.08,,Time,it/p05/d3459,Sing,fondere,VERB,V,Fin,,,,,,,Pres,Ind,3,,,,,
time.n.08,now,,EQU,it/p05/d3459,,,,,,,,,,,,,,,,,,,
female.n.02,Tom,,Name,it/p05/d1894,,Tom,PROPN,SP,,,,,,,,,,,,,,,
time.n.08,now,,EQU,it/p05/d1894,,,,,,,,,,,,,,,,,,,
insicuro.a.01,female.n.02,nsubj,AttributeOf,it/p05/d1894,Sing,insicuro,ADJ,A,,,,Tom,PROPN,SP,Masc,,,,,,,,
insicuro.a.01,time.n.08,,Time,it/p05/d1894,Sing,insicuro,ADJ,A,,,,,,,Masc,,,,,,,,
deserto.a.01,time.n.08,,Time,it/p05/d3263,Sing,deserto,ADJ,A,,,,,,,Masc,,,,,,,,
time.n.08,now,,EQU,it/p05/d0820,,,,,,,,,,,,,,,,,,,
